variant,input_block,variant_label,scenario,scenario_label,sex,sex_label,period,projection_zone,mean,lwr,upr
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2031,credible,485.6973372333145,407.94280116093927,577.9097090955274
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2032,credible,492.01287448757336,411.1993373664096,588.5472545188127
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2033,caution,497.90906750928934,413.93916572475854,598.9433915724298
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2034,caution,503.04214224712285,415.91243941466905,608.6227632053422
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2035,caution,507.37265805390416,417.1276972613008,617.4670289759626
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2036,caution,511.4898083969973,418.07624020839773,626.1851472892716
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2037,caution,515.4211778540352,418.8108529553564,634.7732054936615
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2038,caution,519.3022481521335,419.47112661700214,643.3688025083756
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2039,caution,523.6889304429475,420.5000658716702,652.6945418568464
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2040,caution,528.8212877053884,422.0826280120126,663.085220632924
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2041,caution,534.7556738102821,424.25223005476,674.6472527146267
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2042,caution,541.3002233503299,426.82952231440527,687.199724690906
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2043,risky,547.9728917048229,429.42489552672265,700.1399939812067
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2044,risky,554.5870193417832,431.88729591464744,713.2148115382294
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2045,risky,560.2589020799438,433.55945054253806,725.222468039758
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2046,risky,564.378667983204,434.0219753329832,735.2749863626556
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2047,risky,567.6843491446019,433.888347399835,744.2216209849025
reversal_slow,Risk reversal,Slower risk reversal,freeze,Frozen at 2022,F,Female,2048,risky,570.6094892686655,433.52015979817196,752.5657163871291
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2023,credible,872.8343665371946,797.1958939610545,953.2944532783164
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2024,credible,850.3424060181522,774.3130473613878,931.6095363215903
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2025,credible,804.9026877253959,730.6344923274308,884.6265154111745
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2026,credible,766.7444212721414,693.5153482363312,845.6955090921059
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2027,credible,731.817469788722,659.3003265642454,810.3339029416942
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2028,credible,698.574424378925,626.5773579103578,776.8569361481188
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2029,credible,666.3090390534604,594.7550754103331,744.4336603131266
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2030,credible,635.6235683862047,564.4349950902651,713.6630446341683
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2031,caution,607.9143702392132,536.8690522850007,686.1078803419533
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2032,caution,582.8952141884005,511.78598345421915,661.4813862268871
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2033,caution,558.8411147201659,487.6993025067685,637.7976884355276
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2034,caution,535.1714975531002,464.1479610784345,614.340024391856
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2035,caution,511.71949061904866,441.0113366107255,590.8868728384098
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2036,caution,488.7926802491513,418.55690495792345,567.7932491888308
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2037,caution,468.26956061624537,398.38134375370686,547.2531325890819
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2038,caution,451.19748138927844,381.3550526836192,530.5063190622925
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2039,caution,436.10912654397987,366.20847254035516,515.8616349083418
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2040,risky,422.0833586051303,352.14084757122674,502.2681834949081
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2041,risky,408.62211884268163,338.72659167003195,489.14706678596775
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2042,risky,395.4445050472505,325.7277594855168,476.16967341174507
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2043,risky,382.55469571263956,313.14250522416853,463.3481544529985
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2044,risky,370.6685203394719,301.5517791286509,451.5534170104808
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2045,risky,359.75150576799757,290.9231769542397,440.7353156026214
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2046,risky,349.2664298334994,280.8045396439574,430.25492785144775
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2047,risky,339.1804843912041,271.1578255425885,420.0854936850448
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,M,Male,2048,risky,329.34393273756854,261.8519110728019,410.04986638516533
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2023,credible,422.699393638491,366.8664695160583,485.62909315277057
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2024,credible,428.32830165863925,370.1416502910896,494.42978517098163
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2025,credible,421.64219135176984,362.9753788321092,488.70532470105536
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2026,credible,415.7240857356383,356.5710358600735,483.72434015804345
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2027,credible,410.08345764630025,350.4746276334383,478.973473586255
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2028,credible,404.76620499169076,344.6446504305114,474.6389947499187
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2029,credible,399.3293944356006,338.6893268575884,470.2329146794696
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2030,credible,394.09377947129803,332.87575045235,466.1396124946027
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2031,credible,389.6051365431082,327.63935779590236,463.0368664988328
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2032,credible,385.619145608318,322.75474557695367,460.65539987735815
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2033,caution,381.28304049762363,317.5208621729379,457.94870223171495
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2034,caution,376.13971391029196,311.5951164266916,454.30328157183425
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2035,caution,370.074935110778,304.9206783913616,449.51604549446796
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2036,caution,363.50601089263006,297.84928394390397,444.08263422983566
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2037,caution,357.2869603046098,291.1030424208401,439.01604149474775
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2038,caution,352.25905920966284,285.3784288008466,435.34197341870595
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2039,caution,348.23463674241776,280.50520953033106,432.87331464178425
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2040,caution,344.8934790292666,276.20999217343257,431.253387968601
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2041,caution,342.0525487461314,272.33879592807654,430.27423207345487
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2042,caution,339.4447049998149,268.65855895522475,429.64200996178306
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2043,risky,336.6826422298888,264.8576800517621,428.8664882060464
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2044,risky,334.1284467818303,261.21359331966823,428.40042694464574
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2045,risky,331.1890336532358,257.2823417378577,427.4388827830471
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2046,risky,327.06594249874746,252.48071119550588,424.88098556130177
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2047,risky,322.3337552073944,247.28037646650165,421.3994334975485
reversal_slow,Risk reversal,Slower risk reversal,quit,Quit,F,Female,2048,risky,317.2396532858193,241.8883829183846,417.27709659706784
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2023,credible,870.6485714483014,795.3642643884684,950.7356747677662
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2024,credible,868.1392005828884,790.6180657619724,951.0113093686412
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2025,credible,859.6234643836766,780.2814844781745,944.8216068057552
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2026,credible,850.4828530323816,769.1082038439661,938.2600906064434
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2027,credible,841.2577794018426,757.6081222031634,931.8917096016211
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2028,credible,832.8581509911129,746.5755216107683,926.7615532318746
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2029,credible,825.3742282933019,736.124582659243,922.9351349319837
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2030,credible,818.1520202582324,725.7340815496617,919.6103650180529
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2031,caution,811.3296800811668,715.5577468720599,916.9181521127715
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2032,caution,805.3759106366894,706.0125077467773,915.404231821329
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2033,caution,800.1062150326323,696.9845783904079,914.8127243700193
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2034,caution,795.1231342916967,688.1857337897076,914.6263899296353
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2035,caution,790.3789508393138,679.6100239256583,914.7512288812311
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2036,caution,786.3994959659248,671.7189475309088,915.7932731330802
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2037,caution,783.4257080787622,664.7220919416434,918.0330210135776
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2038,caution,781.0990503438369,658.3398093453168,921.0118655259131
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2039,caution,779.5707825199512,652.7125066307761,924.8930394624335
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2040,risky,778.8928316742539,647.8870760887412,929.739488352295
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2041,risky,778.8002187916229,643.6443426631654,935.24195544648
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2042,risky,779.103228256793,639.8310746764317,941.1756407485838
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2043,risky,779.9251813037556,636.552098156016,947.6911601342402
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2044,risky,781.0465474759844,633.6377994782504,954.5116183730817
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2045,risky,782.0755050895376,630.7920532268523,961.1071263559205
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2046,risky,783.44282973969,628.364229810318,967.9945816001593
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2047,risky,785.465903373157,626.599542752636,975.5794421238209
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,M,Male,2048,risky,788.0116488219963,625.3814872489028,983.6990852978182
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2023,credible,422.31412107311667,366.56564549664625,485.14081579786347
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2024,credible,435.8865619107233,376.69026383860194,503.1260144483578
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2025,credible,444.15063478207156,382.32936510633226,514.8140521457267
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2026,credible,450.9432082305489,386.71022930310227,524.7833130936899
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2027,credible,457.06024551033596,390.4914724553603,534.0055217004839
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2028,credible,463.47511144405274,394.4223148875012,543.7541086813052
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2029,credible,470.03582273857376,398.356031268409,553.888003102398
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2030,credible,476.52788336713803,402.09608501573507,564.1780996184959
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2031,credible,482.9793480322876,405.6387280303176,574.6934160215362
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2032,credible,489.3692885198212,408.94878111215473,585.4261308092516
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2033,caution,495.3893395357503,411.78512929461886,595.9718124694132
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2034,caution,500.65587413502203,413.8602776933993,605.8142548714881
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2035,caution,505.08300260690834,415.14528259741803,614.7778700013899
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2036,caution,509.2829239780442,416.1544853241459,623.5932566070569
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2037,caution,513.4428467551908,417.06736497630925,632.4589564962313
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2038,caution,517.6746880620442,418.0031682639673,641.4861415265464
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2039,caution,522.5531000688175,419.4213017710151,651.4188713740904
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2040,caution,528.30946020144,421.4965655090254,662.5864598772501
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2041,caution,534.9742810972112,424.2366665645975,675.0710963750971
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2042,caution,542.3379059017202,427.44911968082846,688.667468255473
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2043,risky,549.871392606063,430.7059402721891,702.7167886219385
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2044,risky,557.2732909065395,433.77151978743944,716.8107215189976
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2045,risky,563.8301087465483,436.1230006433553,729.965002362362
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2046,risky,569.1280926925979,437.4840093548073,741.5632078312846
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2047,risky,573.7517047035809,438.34820819887057,752.2591717234216
reversal_fast,Risk reversal,Faster risk reversal,freeze,Frozen at 2022,F,Female,2048,risky,578.061323903985,439.0210803808677,762.4617119774362
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2023,credible,870.5613265293173,795.2859801875314,950.6384357292889
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2024,credible,832.3477422568402,758.0927456499014,911.7151355791299
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2025,credible,768.0423341460505,697.2954828237146,843.9855510007761
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2026,credible,716.4095517218113,648.0649380254437,790.0958328950012
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2027,credible,663.5664200028061,597.857715300353,734.7119928152803
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2028,credible,616.859700352189,553.2964884407404,685.9718692209979
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2029,credible,576.3342172164894,514.417319912057,643.9364031216703
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2030,credible,538.3983602813354,478.04179998544686,604.5630422932411
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2031,caution,501.5364373146616,442.8480286797139,566.1283834850916
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2032,caution,470.55296176270474,413.0465299931451,534.1060476714766
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2033,caution,446.02849424778657,389.1110417851541,509.2015448056379
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2034,caution,423.28229752637725,366.93853874418164,486.09500241798736
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2035,caution,401.7177474835361,346.0119869073389,464.1001220806588
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2036,caution,382.6855108736855,327.46768116246045,444.81298798335223
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2037,caution,366.2812305961807,311.3598541101475,428.3763013949297
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2038,caution,350.6307296371588,296.08485262163674,412.60273141686866
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2039,caution,335.60337004975213,281.530465472199,397.33771718172943
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2040,risky,323.0962129474712,269.25866170685146,384.8670277885368
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2041,risky,313.2666479263937,259.3651145751523,375.42486004599436
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2042,risky,304.21439014251797,250.24929470630934,366.7709349029898
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2043,risky,295.7544273330707,241.74808583142624,358.6976814411559
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2044,risky,287.4663931572316,233.51446863720855,350.6978225493333
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2045,risky,279.1227431403182,225.3685962232298,342.4752854527693
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2046,risky,270.8443551993112,217.40305012898108,334.18005771547297
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2047,risky,262.7286641565515,209.6902010392806,325.93799668531057
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,M,Male,2048,risky,254.71463688572925,202.1743517481967,317.67703598999805
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2023,credible,422.1074766552289,366.38775741365197,484.9019652212407
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2024,credible,421.9036711066844,364.63819084759166,486.9470322364795
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2025,credible,407.9179590391273,351.206086319507,472.7361330683462
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2026,credible,396.1280956460166,339.80593825554627,460.86478345540405
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2027,credible,382.34900901941876,326.8168749723906,446.5178310587149
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2028,credible,370.21607770089855,315.2754648131771,434.05630555319306
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2029,credible,359.9392951750053,305.3305826118417,423.77869115756005
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2030,credible,350.2473290542156,295.8906419893016,414.20639097182845
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2031,credible,340.33145124623076,286.2566934561671,404.4000770483159
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2032,credible,332.297492883746,278.17683738890383,396.8868545191538
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2033,caution,326.4037131840059,271.8629998455069,391.97330514182784
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2034,caution,320.43144960534175,265.4813144938658,386.96885426164505
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2035,caution,314.09967918832564,258.8266450620354,381.48564065622594
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2036,caution,308.41830324872285,252.72667915402002,376.7571457586144
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2037,caution,303.52737327713203,247.30705063828415,372.9428372514116
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2038,caution,298.67956098844644,241.97192593920335,369.1133650476617
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2039,caution,294.16701887946596,236.95246616190158,365.6522320942115
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2040,caution,291.07159645415516,233.10092381375117,363.94690313717143
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2041,caution,289.58777372783595,230.55297532432039,364.28002507416045
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2042,caution,288.69891050324594,228.47257547216668,365.4240536299892
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2043,risky,288.0115663087672,226.5382701132717,366.89140270753717
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2044,risky,287.1770320372835,224.4735334067641,368.22479923385436
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2045,risky,285.58507147474404,221.82363000033035,368.5948722522135
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2046,risky,282.96237709247566,218.40587505003526,367.5928393185753
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2047,risky,279.76810713769515,214.60125058184278,365.7477953382525
reversal_fast,Risk reversal,Faster risk reversal,quit,Quit,F,Female,2048,risky,276.2316378990301,210.60345586618152,363.3202545778056
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2023,credible,869.9501196493561,795.5488902375442,948.8948932199398
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2024,credible,865.7305075156935,789.3395107363334,947.1706266545726
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2025,credible,857.0616196357538,778.8619502498303,940.8151691708259
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2026,credible,847.5306755009763,767.3305054027555,933.8294597746411
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2027,credible,837.8238784669273,755.3944542050606,926.9302813886801
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2028,credible,828.9488785206955,743.9449750758479,921.2596618098935
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2029,credible,820.4737431281633,732.6272034328009,916.3029678109635
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2030,credible,812.1405630427693,721.2701563625191,911.705468520473
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2031,caution,804.2857082030403,710.2065008521243,907.8164862819114
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2032,caution,797.2706649704025,699.7676135968924,905.0477262321516
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2033,caution,791.0023670339062,689.9180849202024,903.2492006376943
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2034,caution,784.985478017272,680.2778417451398,901.800204900349
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2035,caution,779.2594948400173,670.9148732712287,900.7098329905737
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2036,caution,774.3100331249691,662.2586837534448,900.5329524215249
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2037,caution,770.2988488926057,654.4546674380385,901.4514266302319
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2038,caution,767.0120906103291,647.3420456917555,903.1827293394504
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2039,caution,764.4582434767375,640.9390987166565,905.7244143846938
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2040,risky,762.7192883352806,635.3191470029157,909.1737329814221
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2041,risky,761.6149064036528,630.3335196408005,913.3219640694681
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2042,risky,760.9785497742298,625.8473024128878,917.9727919732295
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2043,risky,760.9445818441563,621.974022124983,923.2893602343466
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2044,risky,761.2967532979447,618.5444714138251,928.9993295289538
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2045,risky,761.7307904115561,615.3269875942286,934.6919359783701
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2046,risky,762.6000644380717,612.6067171627806,940.7921912494227
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2047,risky,764.0838485201998,610.5188736683812,947.5322792723916
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2048,risky,766.0788729167762,608.9716618192227,954.7875365287441
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2023,credible,421.8031496241309,366.7446380045082,483.58118198948995
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2024,credible,434.00641377715027,375.7864782211381,499.83466998468646
