variant,input_block,variant_label,scenario,scenario_label,sex,sex_label,period,projection_zone,mean,lwr,upr
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2025,credible,442.1342627108603,381.32462653396806,511.3423478714382
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2026,credible,448.9182833786482,385.6944109398656,521.3100611374134
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2027,credible,455.10304277586806,389.52194369579445,530.6329041829556
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2028,credible,461.572314999644,393.49212938467133,540.4613420440458
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2029,credible,467.98484943844386,397.2969116464564,550.4305662771361
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2030,credible,474.26985901671037,400.86166751843626,560.4793668945509
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2031,credible,480.5434803951281,404.2585517204879,570.7782530987258
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2032,credible,486.64629818610206,407.3374051897199,581.1527824860518
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2033,caution,492.31466527493603,409.8925779342615,591.2553493374245
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2034,caution,497.19690274066136,411.66324488016676,600.6079378100493
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2035,caution,501.3094633576796,412.70086519922864,609.1665013826149
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2036,caution,505.21187040240426,413.4782872566926,617.5963156587982
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2037,caution,509.0131122161476,414.11094132358255,626.0012611830902
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2038,caution,512.9115920428032,414.785061617923,634.6046791444448
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2039,caution,517.3734502633638,415.8740865687849,644.012739310772
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2040,caution,522.6110187338608,417.54118756645164,654.5229785175045
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2041,caution,528.6466708257467,419.7916211280172,666.198257620023
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2042,caution,535.2288294012537,422.4022447981995,678.7722742939832
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2043,risky,541.9022784216057,425.00447649215664,691.6765578357107
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2044,risky,548.38699217815,427.3807948838523,704.5296742644884
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2045,risky,554.0318340611179,429.05492975249985,716.428914538418
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2046,risky,558.5166310230231,429.8229396825973,726.8760855226054
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2047,risky,562.3552211831171,430.1216000714133,736.4441788203862
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2048,risky,565.8676969792297,430.22348963767035,745.4994687836918
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2023,credible,869.8763830441179,795.4827239278236,948.8127185997315
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2024,credible,837.6626865331149,763.8174291767991,916.37598203447
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2025,credible,785.275057752396,713.7722496477282,861.8299085345219
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2026,credible,742.0835776170218,672.0716051267624,817.3822474407363
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2027,credible,698.2773962229533,629.8577373217603,772.1885080180526
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2028,credible,656.3106635526672,589.3689728215285,728.9392759043528
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2029,credible,618.121807049014,552.3667383071821,689.7689709000897
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2030,credible,585.0454820729738,520.0692117202149,656.1401282590472
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2031,caution,553.5756519437774,489.3618660664771,624.1254704178963
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2032,caution,523.5153910912702,460.07996918833766,593.503008874435
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2033,caution,494.2809266277322,431.74556975944813,563.5730967809413
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2034,caution,468.7355452606505,406.8654201844191,537.5952121016292
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2035,caution,447.5406300652989,385.97954697251765,516.3688664821854
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2036,caution,428.3030785406213,366.98514272056883,497.1822278651958
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2037,caution,410.5263356539257,349.44276119434613,479.47326983106086
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2038,caution,393.53911721336596,332.78009219490065,462.45120656286156
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2039,caution,378.20773809421934,317.7180371008071,447.1457912065313
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2040,risky,364.62125047554565,304.3039715520347,433.69967243052236
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2041,risky,351.75690520896217,291.6675903241061,420.9188673736169
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2042,risky,339.36774064294076,279.5961143359743,408.51901916464374
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2043,risky,327.3528126854418,267.9992738015651,396.3874387787174
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2044,risky,316.9443587109925,257.8739707705831,386.0290963747185
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2045,risky,308.28455222274306,249.31843711779254,377.6300429349211
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2046,risky,300.4302799857213,241.5462711007551,370.06318834917374
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2047,risky,293.1945004649119,234.3925682923887,363.1162023260286
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,M,Male,2048,risky,286.3037498728361,227.62645284511225,356.46239566336027
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2023,credible,421.62511487103205,366.5911734298268,483.37573343147506
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2024,credible,422.8987016022826,366.2003336091075,487.0029202025169
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2025,credible,413.3801033891305,356.59408251068567,478.0014852087596
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2026,credible,405.2915440575129,348.3190195826134,470.5129223247325
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2027,credible,395.70827241280875,338.84461214930695,461.1759840675956
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2028,credible,386.0780898044194,329.355919918199,451.7707538665941
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2029,credible,377.3843557413226,320.6691321137119,443.48801068374854
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2030,credible,370.3751343438431,313.4035843717127,437.22880095616625
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2031,credible,363.4836724786251,306.20895604281276,431.17415431874207
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2032,credible,356.4142818919204,298.82763514972135,424.9774143770684
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2033,caution,348.7522761524124,290.93065137376516,418.10740534075615
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2034,caution,341.73368616395567,283.5710858040031,412.0049899802894
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2035,caution,335.8047874949239,277.13311681104204,407.18112399369056
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2036,caution,330.24912503400907,271.0203146733702,402.7777578797469
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2037,caution,324.8610700081922,265.08006191871635,398.52586513418714
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2038,caution,319.53005580958705,259.2367370908215,394.27748373334214
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2039,caution,315.01756337131076,254.09854058586922,391.00051840551697
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2040,caution,311.4722598481867,249.77075188313398,388.9154470215096
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2041,caution,308.4600229484701,245.89522833670273,387.50308831136374
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2042,caution,305.72614879709715,242.25215733887106,386.47617079945803
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2043,risky,302.91780948047506,238.55576105018403,385.39092526426634
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2044,risky,300.5780940749639,235.22770798112333,384.92986277539615
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2045,risky,298.3810781600476,232.02609223220344,384.64242873084316
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2046,risky,295.5872056331762,228.39953349907077,383.5282839193079
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2047,risky,292.51030181727833,224.6113277227881,381.9414281758658
postdx_late,Post-diagnosis mortality,Later post-diagnosis mortality,quit,Quit,F,Female,2048,risky,289.2523756045347,220.75244796714276,379.9891266866372
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2023,credible,873.0536430610869,797.1383353081114,953.9011621776298
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2024,credible,872.5625396076103,794.1864176233997,956.4500911535289
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2025,credible,864.4026134006789,784.1887260653289,950.6344261288103
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2026,credible,855.2951094731948,773.065268680393,944.0878859157954
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2027,credible,845.9746478989022,761.5022802719242,937.5885153573354
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2028,credible,837.5404023498149,750.4603888106291,932.3961622202663
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2029,credible,829.4682506742746,739.5035215428469,927.8922135628259
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2030,credible,821.3625592154101,728.3515574521599,923.5497747884401
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2031,caution,813.6938890961519,717.4566399309726,919.8690346947261
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2032,caution,807.0394262944242,707.325112586044,917.5267458648832
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2033,caution,801.2500052149027,697.872590179996,916.3086615264308
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2034,caution,795.6040163540601,688.5300326974138,915.3244214924566
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2035,caution,790.10879849854,679.3416886011422,914.5398166058766
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2036,caution,785.4484331133489,670.9038206481256,914.7462993697283
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2037,caution,781.8470522359856,663.410055877319,916.2070823183876
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2038,caution,778.9420289909361,656.5782816803534,918.4568012669288
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2039,caution,776.7231629181625,650.4124600806891,921.4685840926239
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2040,risky,775.3339521827268,645.0367434407143,925.4122686278124
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2041,risky,774.6064994287325,640.3122305020032,930.0942294057725
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2042,risky,774.3624066727605,636.0934184173047,935.3051353268991
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2043,risky,774.8066923612743,632.5495707485705,941.2978597616766
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2044,risky,775.599676250597,629.4112047786343,947.6526311290193
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2045,risky,776.2089810069375,626.2697895339518,953.6650878337556
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2046,risky,777.098542441559,623.501639670554,959.8930796161433
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2047,risky,778.5556831514517,621.3280658919903,966.7051437947506
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,M,Male,2048,risky,780.4808581142839,619.6598349111847,973.9782467703599
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2023,credible,423.1586818510965,367.0228653007124,486.5366648908058
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2024,credible,437.8053985276471,378.0211456200376,505.8455332442065
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2025,credible,446.15684659820323,383.72830880845777,517.6457452406745
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2026,credible,453.0578492077681,388.20422779031054,527.7379843896592
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2027,credible,459.37347228415445,392.1611677461435,537.1826007945459
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2028,credible,466.0568041598742,396.3250922524695,547.2381940723044
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2029,credible,472.65757541887865,400.295703994725,557.4145183934816
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2030,credible,479.1208739261452,404.0155329479488,567.6655369646327
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2031,credible,485.67121481234483,407.64614805241496,578.294051569301
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2032,credible,492.1856431237485,411.06348360584894,589.1759192375365
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2033,caution,498.3506186131389,414.02079144744124,599.9026891063887
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2034,caution,503.6759823604312,416.1449101825693,609.8254957004237
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2035,caution,508.10257015227467,417.4313166179319,618.7967001690168
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2036,caution,512.3281087978974,418.462027050115,627.6543464693274
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2037,caution,516.4034170124032,419.3073037123702,636.425240859935
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2038,caution,520.4718100641005,420.1144913245626,645.2544426819244
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2039,caution,525.1128443883331,421.34523378519157,654.894795579306
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2040,caution,530.6122025409904,423.2183232024679,665.7433178580496
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2041,caution,537.0845479089967,425.8099033221939,677.9868053843575
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2042,caution,544.3196424155396,428.92415516813475,691.4258744521002
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2043,risky,551.7988484598764,432.1413802860675,705.4144102903573
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2044,risky,559.2705791372802,435.2603786261572,719.6143324508835
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2045,risky,565.842550024207,437.61777806595194,732.8135863616567
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2046,risky,570.9152057605806,438.7983277881886,744.1469583856801
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2047,risky,575.134971133745,439.3457195960994,754.3406873706799
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,freeze,Frozen at 2022,F,Female,2048,risky,578.9078789740089,439.60236060954736,763.8558643408694
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2023,credible,872.9696493863992,797.0630649052971,953.8074142829701
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2024,credible,840.1968940400677,764.7993143256831,920.8828906035596
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2025,credible,783.783056451521,711.1958154765067,861.7895724919376
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2026,credible,741.1978688077345,670.1413478539995,817.8886800868188
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2027,credible,698.0320540690477,628.605229342273,773.2778291438532
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2028,credible,656.6658074253988,588.7436629372213,730.5854641427147
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2029,credible,619.2676665903525,552.5206737023066,692.2071254063725
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2030,credible,586.7770620463003,520.8080481605916,659.154982984659
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2031,caution,555.5578029803039,490.3836623139443,627.3457482783471
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2032,caution,525.6406325312464,461.27695205124843,596.8245145269473
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2033,caution,496.4699379208653,433.03894192675153,566.9179639270203
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2034,caution,471.36202818879104,408.5719052673898,541.4021956572269
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2035,caution,450.9166959358207,388.35872083938926,521.0100543265121
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2036,caution,432.1431312157548,369.7792803402688,502.3434163182934
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2037,caution,414.6419003536271,352.48077614581365,484.9496704398743
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2038,caution,397.74450491593007,335.9004753563523,468.03048781279676
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2039,caution,382.5684692129037,320.97223327097066,452.91007841561276
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2040,risky,369.27708229252033,307.80318113802394,439.82226482206386
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2041,risky,356.5962596918184,295.3143354043235,427.2718846354137
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2042,risky,344.3025193049188,283.31428266709594,415.0001468643079
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2043,risky,332.3670660354262,271.7719834618086,402.98232445784174
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2044,risky,322.2011938877756,261.8298088764866,392.9432312811719
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2045,risky,313.8257095793549,253.4890340467056,384.91713878679076
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2046,risky,306.0513088512913,245.76451373216602,377.47510727712387
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2047,risky,298.76216646067707,238.55078631558115,370.4901322778558
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,M,Male,2048,risky,291.7229425034174,231.6487337104249,363.6792762185353
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2023,credible,422.95638697757335,366.84884642807475,486.3026533004785
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2024,credible,425.0072675417161,367.0026786146139,491.0187263859343
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2025,credible,413.924250616103,356.0724064784509,480.1662808423447
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2026,credible,405.9297193946458,347.92443424653584,472.71343643841027
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2027,credible,396.5426065317356,338.6757271364254,463.51282873395564
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2028,credible,387.24818208512306,329.5238993815961,454.4177062561104
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2029,credible,378.95580498302587,321.21914736118117,446.5393480020659
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2030,credible,372.28341874469334,314.2728283202601,440.62345343885454
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2031,credible,365.68047770579864,307.35143740843796,434.86624502638534
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2032,credible,358.9089623663029,300.2432178407094,428.9933510115359
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2033,caution,351.5345462993531,292.60406506910374,422.4477525748486
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2034,caution,344.9672337114033,285.632118300801,416.8788327534125
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2035,caution,339.594389630336,279.6652475349267,412.7210337761672
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2036,caution,334.4671976588107,273.91205673883474,408.8378186402484
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2037,caution,329.3457330018457,268.19635503662204,404.90969189494297
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2038,caution,324.10692899486355,262.43845147578713,400.7627666601957
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2039,caution,319.7452494967359,257.43189126660434,397.65893543526494
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2040,caution,316.48114995096086,253.33659139137237,395.91549150639514
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2041,caution,313.78913915510367,249.7210123696883,394.9016079289393
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2042,caution,311.45132140831663,246.3916458047291,394.3850992722435
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2043,risky,309.11475904882246,243.06218302113308,393.9234543802406
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2044,risky,307.4751835885997,240.26949199847596,394.39952105665424
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2045,risky,306.01009385965136,237.61796559769817,395.11240483350474
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2046,risky,303.6544256356813,234.3069442119425,394.6378631525626
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2047,risky,300.827071079885,230.68499361983277,393.4518283943896
postdx_early,Post-diagnosis mortality,Earlier post-diagnosis mortality,quit,Quit,F,Female,2048,risky,297.6690621881877,226.8764357936877,391.69919687056006
