reliability,n_cells,avg_support_frac,min_support_frac,n_clamped_period,n_edge_cohort,sex,seed,dgp,scenario
Credible,903,0.8675526024363234,0.52,903,0,F,92,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,92,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,92,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,92,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,92,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,92,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,92,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,92,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,92,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,92,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,92,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,92,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,92,spec_linear,quit
Historical,1375,NA,NA,0,0,M,92,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,92,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,92,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,92,spec_linear,quit
Historical,1375,NA,NA,0,0,F,92,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,92,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,93,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,93,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,93,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,93,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,93,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,93,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,93,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,93,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,93,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,93,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,93,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,93,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,93,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,93,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,93,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,93,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,93,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,93,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,93,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,93,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,93,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,93,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,93,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,93,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,93,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,93,spec_linear,quit
Historical,1375,NA,NA,0,0,M,93,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,93,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,93,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,93,spec_linear,quit
Historical,1375,NA,NA,0,0,F,93,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,93,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,94,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,94,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,94,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,94,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,94,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,94,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,94,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,94,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,94,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,94,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,94,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,94,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,94,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,94,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,94,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,94,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,94,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,94,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,94,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,94,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,94,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,94,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,94,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,94,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,94,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,94,spec_linear,quit
Historical,1375,NA,NA,0,0,M,94,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,94,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,94,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,94,spec_linear,quit
Historical,1375,NA,NA,0,0,F,94,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,94,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,95,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,95,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,95,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,95,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,95,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,95,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,95,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,95,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,95,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,95,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,95,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,95,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,95,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,95,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,95,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,95,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,95,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,95,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,95,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,95,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,95,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,95,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,95,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,95,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,95,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,95,spec_linear,quit
Historical,1375,NA,NA,0,0,M,95,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,95,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,95,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,95,spec_linear,quit
Historical,1375,NA,NA,0,0,F,95,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,95,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,96,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,96,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,96,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,96,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,96,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,96,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,96,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,96,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,96,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,96,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,96,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,96,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,96,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,96,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,96,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,96,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,96,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,96,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,96,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,96,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,96,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,96,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,96,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,96,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,96,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,96,spec_linear,quit
Historical,1375,NA,NA,0,0,M,96,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,96,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,96,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,96,spec_linear,quit
Historical,1375,NA,NA,0,0,F,96,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,96,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,97,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,97,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,97,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,97,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,97,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,97,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,97,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,97,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,97,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,97,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,97,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,97,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,97,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,97,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,97,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,97,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,97,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,97,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,97,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,97,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,97,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,97,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,97,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,97,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,97,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,97,spec_linear,quit
Historical,1375,NA,NA,0,0,M,97,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,97,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,97,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,97,spec_linear,quit
Historical,1375,NA,NA,0,0,F,97,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,97,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,98,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,98,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,98,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,98,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,98,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,98,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,98,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,98,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,98,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,98,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,98,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,98,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,98,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,98,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,98,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,98,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,98,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,98,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,98,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,98,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,98,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,98,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,98,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,98,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,98,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,98,spec_linear,quit
Historical,1375,NA,NA,0,0,M,98,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,98,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,98,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,98,spec_linear,quit
Historical,1375,NA,NA,0,0,F,98,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,98,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,99,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,99,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,99,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,99,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,99,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,99,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,99,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,99,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,99,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,99,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,99,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,99,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,99,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,99,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,99,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,99,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,99,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,99,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,99,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,99,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,99,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,99,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,99,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,99,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,99,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,99,spec_linear,quit
Historical,1375,NA,NA,0,0,M,99,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,99,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,99,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,99,spec_linear,quit
Historical,1375,NA,NA,0,0,F,99,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,99,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,100,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,100,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,100,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,100,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,100,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,100,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,100,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,100,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,100,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,100,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,100,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,100,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,100,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,100,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,100,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,100,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,100,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,100,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,100,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,100,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,100,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,100,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,100,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,100,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,100,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,100,spec_linear,quit
Historical,1375,NA,NA,0,0,M,100,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,100,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,100,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,100,spec_linear,quit
Historical,1375,NA,NA,0,0,F,100,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,100,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,101,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,101,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,101,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,101,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,101,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,101,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,101,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,101,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,101,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,101,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,101,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,101,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,101,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,101,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,101,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,101,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,101,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,101,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,101,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,101,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,101,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,101,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,101,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,101,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,101,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,101,spec_linear,quit
Historical,1375,NA,NA,0,0,M,101,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,101,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,101,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,101,spec_linear,quit
Historical,1375,NA,NA,0,0,F,101,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,101,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,102,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,102,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,102,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,102,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,102,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,102,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,102,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,102,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,102,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,102,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,102,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,102,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,102,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,102,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,102,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,102,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,102,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,102,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,102,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,102,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,102,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,102,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,102,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,102,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,102,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,102,spec_linear,quit
Historical,1375,NA,NA,0,0,M,102,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,102,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,102,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,102,spec_linear,quit
Historical,1375,NA,NA,0,0,F,102,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,102,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,103,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,103,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,103,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,103,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,103,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,103,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,103,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,103,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,103,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,103,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,103,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,103,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,103,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,103,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,103,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,103,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,103,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,103,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,103,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,103,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,103,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,103,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,103,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,103,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,103,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,103,spec_linear,quit
Historical,1375,NA,NA,0,0,M,103,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,103,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,103,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,103,spec_linear,quit
Historical,1375,NA,NA,0,0,F,103,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,103,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,104,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,104,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,104,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,104,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,104,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,104,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,104,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,104,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,104,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,104,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,104,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,104,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,104,spec_linear,up1pc
