design,dgp,seed,scenario,sex,outcome,support_source,first_caution_year,first_risky_year,min_support_frac,mean_support_frac,max_projection_year
Well-specified design,spec_linear,1,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,1,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,2,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,3,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,4,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,4,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,4,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,4,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,4,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,4,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,4,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,4,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,5,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,5,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,5,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,5,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,5,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,5,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,5,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,5,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,6,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,6,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,6,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,6,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,6,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,6,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,6,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,6,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,7,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,7,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,7,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,7,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,7,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,7,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,7,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,7,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,8,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,8,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,8,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,8,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,8,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,8,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,8,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,8,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,9,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,9,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,9,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,9,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,9,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,9,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,9,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,9,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,10,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,10,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,10,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,10,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,10,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,10,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,10,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,10,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,11,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,11,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,11,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,11,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,11,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,11,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,11,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,11,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,12,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,12,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,12,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,12,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,12,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,12,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,12,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,12,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,13,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,13,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,13,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,13,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,13,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,13,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,13,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,13,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,14,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,14,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,14,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,14,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,14,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,14,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,14,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,14,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,15,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,15,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,15,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,15,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,15,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,15,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,15,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,15,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,16,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,16,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,16,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,16,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,16,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,16,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,16,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,16,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,17,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,17,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,17,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,17,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,17,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,17,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,17,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,17,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,18,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,18,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,18,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,18,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,18,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,18,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,18,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,18,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,19,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,19,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,19,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,19,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,19,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,19,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,19,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,19,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,20,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,20,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,20,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,20,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,20,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,20,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,20,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,20,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,21,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,21,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,21,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,21,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,21,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,21,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,21,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,21,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,22,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,22,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,22,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,22,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,22,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,22,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,22,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,22,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,23,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,23,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,23,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,23,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,23,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,23,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,23,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,23,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,24,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,24,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,24,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,24,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,24,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,24,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,24,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,24,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,25,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,25,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,25,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,25,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,25,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,25,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,25,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,25,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,26,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,26,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,26,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,26,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,26,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,26,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,26,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,26,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,27,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,27,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,27,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,27,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,27,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,27,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,27,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,27,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,28,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,28,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,28,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,28,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
