design,dgp,seed,scenario,sex,outcome,support_source,first_caution_year,first_risky_year,min_support_frac,mean_support_frac,max_projection_year
Well-specified design,spec_linear,148,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,149,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,149,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,149,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,149,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,149,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,149,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,149,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,149,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,150,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,150,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,150,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,150,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,150,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,150,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,150,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,150,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,151,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,151,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,151,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,151,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,151,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,151,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,151,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,151,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,152,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,152,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,152,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,152,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,152,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,152,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,152,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,152,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,153,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,153,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,153,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,153,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,153,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,153,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,153,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,153,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,154,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,154,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,154,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,154,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,154,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,154,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,154,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,154,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,155,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,155,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,155,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,155,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,155,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,155,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,155,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,155,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,156,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,156,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,156,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,156,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,156,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,156,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,156,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,156,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,157,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,157,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,157,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,157,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,157,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,157,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,157,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,157,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,158,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,158,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,158,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,158,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,158,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,158,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,158,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,158,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,159,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,159,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,159,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,159,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,159,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,159,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,159,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,159,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,160,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,160,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,160,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,160,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,160,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,160,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,160,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,160,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,161,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,161,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,161,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,161,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,161,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,161,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,161,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,161,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,162,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,162,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,162,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,162,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,162,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,162,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,162,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,162,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,163,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,163,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,163,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,163,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,163,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,163,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,163,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,163,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,164,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,164,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,164,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,164,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,164,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,164,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,164,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,164,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,freeze,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,quit,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,quit,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,up1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,up1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,176,down1pc,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,176,down1pc,Male,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,176,freeze,Female,Mortality,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
