source,scenario,scenario_label,sex,sex_label,metric,series,period,deaths,lwr,upr,projection_zone
Projected,quit,Quit,F,Female,mortality,SBAPC,2033,350.47928121228404,291.9186056418202,420.8807082512877,caution
Projected,quit,Quit,F,Female,mortality,SBAPC,2034,343.77418184472276,284.82958738220447,415.1469331534791,caution
Projected,quit,Quit,F,Female,mortality,SBAPC,2035,338.2373804715534,278.72501034419525,410.7906909097816,caution
Projected,quit,Quit,F,Female,mortality,SBAPC,2036,332.9866734249334,272.86928267252017,406.755466584061,caution
Projected,quit,Quit,F,Female,mortality,SBAPC,2037,327.7901221981757,267.09135412268597,402.73418480127725,caution
Projected,quit,Quit,F,Female,mortality,SBAPC,2038,322.52542294614375,261.31027429320767,398.55716703662785,caution
Projected,quit,Quit,F,Female,mortality,SBAPC,2039,318.1183501632401,256.2650726971869,395.39947436629024,caution
Projected,quit,Quit,F,Female,mortality,SBAPC,2040,314.7710338870149,252.10195891696083,393.55321098152655,caution
Projected,quit,Quit,F,Female,mortality,SBAPC,2041,311.98510650613326,248.41115547683236,392.4207287753808,caution
Projected,quit,Quit,F,Female,mortality,SBAPC,2042,309.52823647747937,244.98860207404667,391.7489154719204,caution
Projected,quit,Quit,F,Female,mortality,SBAPC,2043,307.04482705532394,241.5460095532772,391.0914820160271,risky
Projected,quit,Quit,F,Female,mortality,SBAPC,2044,305.1847815082119,238.58569466583472,391.2711313942883,risky
Projected,quit,Quit,F,Female,mortality,SBAPC,2045,303.4913976253869,235.76359308431802,391.67053635179633,risky
Projected,quit,Quit,F,Female,mortality,SBAPC,2046,301.00320863260583,232.3585035972836,390.9999524601976,risky
Projected,quit,Quit,F,Female,mortality,SBAPC,2047,298.1026210877912,228.68939959581502,389.692710569023,risky
Projected,quit,Quit,F,Female,mortality,SBAPC,2048,294.9150438880452,224.8674519714952,387.8777492491859,risky
