sex,hist_bias,proj_bias,seed,dgp,scenario
M,-0.3474925932117946,-5.5206041050102614,54,spec_linear,up1pc
F,-0.3271611139299112,-2.2341985568484484,54,spec_linear,up1pc
M,-0.3474925932117946,-6.1140221280076785,54,spec_linear,down1pc
F,-0.3271611139299112,-3.351747516930964,54,spec_linear,down1pc
M,-0.3474925932117946,-4.197570532252071,54,spec_linear,quit
F,-0.3271611139299112,-2.0010111300958107,54,spec_linear,quit
M,0.05160208958733116,-7.656554774591359,55,spec_linear,freeze
F,0.21195933605601094,-9.977547284073681,55,spec_linear,freeze
M,0.05160208958733116,-7.617111308802218,55,spec_linear,up1pc
F,0.21195933605601094,-10.30947234584752,55,spec_linear,up1pc
M,0.05160208958733116,-7.681432049286396,55,spec_linear,down1pc
F,0.21195933605601094,-9.658919869594422,55,spec_linear,down1pc
M,0.05160208958733116,-5.967492627942528,55,spec_linear,quit
F,0.21195933605601094,-6.042026515408717,55,spec_linear,quit
M,-0.19859283817059503,2.4120701528023623,56,spec_linear,freeze
F,-0.05305387499264381,8.584271986232963,56,spec_linear,freeze
M,-0.19859283817059503,2.4682388947221825,56,spec_linear,up1pc
F,-0.05305387499264381,8.577261254320058,56,spec_linear,up1pc
M,-0.19859283817059503,2.389315340620636,56,spec_linear,down1pc
F,-0.05305387499264381,8.73788418703331,56,spec_linear,down1pc
M,-0.19859283817059503,3.9265537852858663,56,spec_linear,quit
F,-0.05305387499264381,11.266475256267956,56,spec_linear,quit
M,0.2693061889420871,-7.443681979162721,57,spec_linear,freeze
F,-0.868194591736291,-7.834153163107236,57,spec_linear,freeze
M,0.2693061889420871,-8.191358367464261,57,spec_linear,up1pc
F,-0.868194591736291,-8.789837332383614,57,spec_linear,up1pc
M,0.2693061889420871,-6.636373563603349,57,spec_linear,down1pc
F,-0.868194591736291,-7.025023294576012,57,spec_linear,down1pc
M,0.2693061889420871,-3.1764482639944553,57,spec_linear,quit
F,-0.868194591736291,-1.8091600839952382,57,spec_linear,quit
M,-0.367825934504846,-12.520763591326876,58,spec_linear,freeze
F,-0.2992675659406942,-6.220739964917494,58,spec_linear,freeze
M,-0.367825934504846,-13.134647601000902,58,spec_linear,up1pc
F,-0.2992675659406942,-6.880266419617241,58,spec_linear,up1pc
M,-0.367825934504846,-11.833752442374344,58,spec_linear,down1pc
F,-0.2992675659406942,-5.5905946347419375,58,spec_linear,down1pc
M,-0.367825934504846,-6.296444721252201,58,spec_linear,quit
F,-0.2992675659406942,0.2764752550358493,58,spec_linear,quit
M,0.03352140092617077,-2.0508518919111487,59,spec_linear,freeze
F,-0.1155995741627658,-2.737691072886524,59,spec_linear,freeze
M,0.03352140092617077,-2.7825911787515905,59,spec_linear,up1pc
F,-0.1155995741627658,-3.589556366592244,59,spec_linear,up1pc
M,0.03352140092617077,-1.4842238823552172,59,spec_linear,down1pc
F,-0.1155995741627658,-2.16292514790846,59,spec_linear,down1pc
M,0.03352140092617077,4.150059416504353,59,spec_linear,quit
F,-0.1155995741627658,1.396779561427674,59,spec_linear,quit
M,0.5951500299310438,8.049075186487586,60,spec_linear,freeze
F,0.45604027379278594,11.326916095008423,60,spec_linear,freeze
M,0.5951500299310438,8.393620329090956,60,spec_linear,up1pc
F,0.45604027379278594,11.669882380475771,60,spec_linear,up1pc
M,0.5951500299310438,7.724537976645932,60,spec_linear,down1pc
F,0.45604027379278594,11.024401229535705,60,spec_linear,down1pc
M,0.5951500299310438,5.390008906961511,60,spec_linear,quit
F,0.45604027379278594,10.58296141081672,60,spec_linear,quit
M,0.19823853031329053,0.0963171378842789,61,spec_linear,freeze
F,0.2789578726048393,-3.797711729382624,61,spec_linear,freeze
M,0.19823853031329053,0.2856236107685429,61,spec_linear,up1pc
F,0.2789578726048393,-4.478854733744793,61,spec_linear,up1pc
M,0.19823853031329053,0.018302533906176956,61,spec_linear,down1pc
F,0.2789578726048393,-3.148955476423137,61,spec_linear,down1pc
M,0.19823853031329053,6.138104582812209,61,spec_linear,quit
F,0.2789578726048393,3.037327022418434,61,spec_linear,quit
M,-0.11542993001855181,0.8171998229852933,62,spec_linear,freeze
F,0.6916837204383751,12.4345484747846,62,spec_linear,freeze
M,-0.11542993001855181,1.1772960292208368,62,spec_linear,up1pc
F,0.6916837204383751,13.531760978310057,62,spec_linear,up1pc
M,-0.11542993001855181,0.5438990041022987,62,spec_linear,down1pc
F,0.6916837204383751,11.474668510962372,62,spec_linear,down1pc
M,-0.11542993001855181,-0.08351944677475556,62,spec_linear,quit
F,0.6916837204383751,6.879846903046921,62,spec_linear,quit
M,-0.20422828690425265,14.127769182609704,63,spec_linear,freeze
F,-1.0638578365046896,19.14739232622836,63,spec_linear,freeze
M,-0.20422828690425265,14.352177202247512,63,spec_linear,up1pc
F,-1.0638578365046896,19.286443758722168,63,spec_linear,up1pc
M,-0.20422828690425265,13.941642596077035,63,spec_linear,down1pc
F,-1.0638578365046896,19.112905774068857,63,spec_linear,down1pc
M,-0.20422828690425265,17.502832367673214,63,spec_linear,quit
F,-1.0638578365046896,22.948540777276328,63,spec_linear,quit
M,-0.06490989176777417,-9.373251527096008,64,spec_linear,freeze
F,0.4502150595216985,4.107545566028684,64,spec_linear,freeze
M,-0.06490989176777417,-10.161157938040207,64,spec_linear,up1pc
F,0.4502150595216985,4.314469941403342,64,spec_linear,up1pc
M,-0.06490989176777417,-8.624249906893278,64,spec_linear,down1pc
F,0.4502150595216985,4.062399954097114,64,spec_linear,down1pc
M,-0.06490989176777417,-0.6721379801688993,64,spec_linear,quit
F,0.4502150595216985,6.146203846009217,64,spec_linear,quit
M,-0.32748495827165247,-1.202093829830781,65,spec_linear,freeze
F,0.4354199765342864,7.356702685427913,65,spec_linear,freeze
M,-0.32748495827165247,-1.2406013262752225,65,spec_linear,up1pc
F,0.4354199765342864,7.85488627685736,65,spec_linear,up1pc
M,-0.32748495827165247,-0.9736315352325565,65,spec_linear,down1pc
F,0.4354199765342864,7.184057000854897,65,spec_linear,down1pc
M,-0.32748495827165247,2.1566457696424552,65,spec_linear,quit
F,0.4354199765342864,8.079589720956738,65,spec_linear,quit
M,-0.4181637694363507,7.266943747633827,66,spec_linear,freeze
F,0.034090679671979346,4.7129604937156,66,spec_linear,freeze
M,-0.4181637694363507,8.832823718476993,66,spec_linear,up1pc
F,0.034090679671979346,5.685399481458407,66,spec_linear,up1pc
M,-0.4181637694363507,5.929229115568453,66,spec_linear,down1pc
F,0.034090679671979346,3.92253736316278,66,spec_linear,down1pc
M,-0.4181637694363507,0.09568011554816762,66,spec_linear,quit
F,0.034090679671979346,2.286784559716349,66,spec_linear,quit
M,-0.2550076905111503,3.9184697573905516,67,spec_linear,freeze
F,-0.05388501197834537,2.0409243306333833,67,spec_linear,freeze
M,-0.2550076905111503,4.953843375462411,67,spec_linear,up1pc
F,-0.05388501197834537,2.5211322143029222,67,spec_linear,up1pc
M,-0.2550076905111503,3.150220796818849,67,spec_linear,down1pc
F,-0.05388501197834537,1.9427380786017403,67,spec_linear,down1pc
M,-0.2550076905111503,2.294037478617084,67,spec_linear,quit
F,-0.05388501197834537,3.655559603521496,67,spec_linear,quit
M,-0.102116270481396,1.816253462492775,68,spec_linear,freeze
F,-0.10804618927428535,17.306519841994678,68,spec_linear,freeze
M,-0.102116270481396,1.8385469751646397,68,spec_linear,up1pc
F,-0.10804618927428535,17.994257180063077,68,spec_linear,up1pc
M,-0.102116270481396,1.8334189873526123,68,spec_linear,down1pc
F,-0.10804618927428535,16.884600130699393,68,spec_linear,down1pc
M,-0.102116270481396,5.691744116883924,68,spec_linear,quit
F,-0.10804618927428535,17.480612843081687,68,spec_linear,quit
M,-0.10539266318225428,-0.32362424794356776,69,spec_linear,freeze
F,-0.04106603542731346,-9.843276800842563,69,spec_linear,freeze
M,-0.10539266318225428,-1.0245103645501328,69,spec_linear,up1pc
F,-0.04106603542731346,-10.950001022758343,69,spec_linear,up1pc
M,-0.10539266318225428,0.19231369619544816,69,spec_linear,down1pc
F,-0.04106603542731346,-8.75783224915304,69,spec_linear,down1pc
M,-0.10539266318225428,4.676825029234692,69,spec_linear,quit
F,-0.04106603542731346,-2.242600543162346,69,spec_linear,quit
M,-0.054352283410485154,10.092351972823014,70,spec_linear,freeze
F,-0.5352689981372586,15.47097157059189,70,spec_linear,freeze
M,-0.054352283410485154,10.191425106178441,70,spec_linear,up1pc
F,-0.5352689981372586,15.914727991873567,70,spec_linear,up1pc
M,-0.054352283410485154,10.06298315836074,70,spec_linear,down1pc
F,-0.5352689981372586,15.229237034805287,70,spec_linear,down1pc
M,-0.054352283410485154,11.070514152005046,70,spec_linear,quit
F,-0.5352689981372586,15.584628518830222,70,spec_linear,quit
M,-0.08194219283050007,-4.962530888072148,71,spec_linear,freeze
F,-0.42577585502030585,-5.447599969592461,71,spec_linear,freeze
M,-0.08194219283050007,-4.7727602521820565,71,spec_linear,up1pc
F,-0.42577585502030585,-5.42187159627334,71,spec_linear,up1pc
M,-0.08194219283050007,-4.795961487752382,71,spec_linear,down1pc
F,-0.42577585502030585,-5.2603445635940504,71,spec_linear,down1pc
M,-0.08194219283050007,-5.045823846287452,71,spec_linear,quit
F,-0.42577585502030585,-3.0675972139906964,71,spec_linear,quit
M,-0.11503617851283277,-6.7136815001260155,72,spec_linear,freeze
F,0.43120810920739383,-5.596825232246016,72,spec_linear,freeze
M,-0.11503617851283277,-7.208997098647074,72,spec_linear,up1pc
F,0.43120810920739383,-5.946519447129635,72,spec_linear,up1pc
M,-0.11503617851283277,-6.076582259153408,72,spec_linear,down1pc
F,0.43120810920739383,-5.113111479664544,72,spec_linear,down1pc
M,-0.11503617851283277,-1.9433552504587022,72,spec_linear,quit
F,0.43120810920739383,-2.0514475609254275,72,spec_linear,quit
M,-0.021889788788890016,-1.4396291121249778,73,spec_linear,freeze
F,0.5077937251276962,2.1787649638481974,73,spec_linear,freeze
M,-0.021889788788890016,-1.0873051884096967,73,spec_linear,up1pc
F,0.5077937251276962,2.464779495231807,73,spec_linear,up1pc
M,-0.021889788788890016,-1.5725067691739578,73,spec_linear,down1pc
F,0.5077937251276962,2.153719778489954,73,spec_linear,down1pc
M,-0.021889788788890016,3.6125598359364455,73,spec_linear,quit
F,0.5077937251276962,7.981292406408428,73,spec_linear,quit
M,-0.10653859153015541,4.333397023435368,74,spec_linear,freeze
F,-0.905054145530205,2.431787238432261,74,spec_linear,freeze
M,-0.10653859153015541,4.390812583452179,74,spec_linear,up1pc
F,-0.905054145530205,2.1618237270445895,74,spec_linear,up1pc
M,-0.10653859153015541,4.420751532151626,74,spec_linear,down1pc
F,-0.905054145530205,2.8473009799338973,74,spec_linear,down1pc
M,-0.10653859153015541,7.4081259821298,74,spec_linear,quit
F,-0.905054145530205,7.834773030338003,74,spec_linear,quit
M,-0.028201392439833706,-5.793989552357723,75,spec_linear,freeze
F,-0.06177138975856508,-6.252918436468228,75,spec_linear,freeze
M,-0.028201392439833706,-6.041393821639072,75,spec_linear,up1pc
F,-0.06177138975856508,-6.569974229523569,75,spec_linear,up1pc
M,-0.028201392439833706,-5.624356052501884,75,spec_linear,down1pc
F,-0.06177138975856508,-5.879334882354944,75,spec_linear,down1pc
M,-0.028201392439833706,-4.159249716686221,75,spec_linear,quit
F,-0.06177138975856508,-2.6274613194334546,75,spec_linear,quit
M,-0.09644082457482586,-6.362686602710726,76,spec_linear,freeze
F,-0.3578167494316237,-4.115338787333559,76,spec_linear,freeze
M,-0.09644082457482586,-6.510231777980621,76,spec_linear,up1pc
F,-0.3578167494316237,-4.409434771197044,76,spec_linear,up1pc
M,-0.09644082457482586,-6.1440017742307464,76,spec_linear,down1pc
F,-0.3578167494316237,-3.8011870767515306,76,spec_linear,down1pc
M,-0.09644082457482586,-1.9640298514187475,76,spec_linear,quit
F,-0.3578167494316237,-0.8161091375989113,76,spec_linear,quit
M,-0.02690560163742012,6.111529408612684,77,spec_linear,freeze
F,0.3856590900238723,3.745669075115343,77,spec_linear,freeze
M,-0.02690560163742012,7.72854227628967,77,spec_linear,up1pc
F,0.3856590900238723,4.6701064086432025,77,spec_linear,up1pc
M,-0.02690560163742012,4.810082826765759,77,spec_linear,down1pc
F,0.3856590900238723,3.0647296261348167,77,spec_linear,down1pc
M,-0.02690560163742012,2.0976359189031215,77,spec_linear,quit
F,0.3856590900238723,3.823415931232032,77,spec_linear,quit
M,-0.3317969742937354,11.23117345131561,78,spec_linear,freeze
F,0.31609901222810965,5.379225570057348,78,spec_linear,freeze
M,-0.3317969742937354,12.21329876360214,78,spec_linear,up1pc
F,0.31609901222810965,5.417927597537081,78,spec_linear,up1pc
M,-0.3317969742937354,10.410587646522073,78,spec_linear,down1pc
F,0.31609901222810965,5.41219586675482,78,spec_linear,down1pc
M,-0.3317969742937354,8.622464444327745,78,spec_linear,quit
F,0.31609901222810965,7.093064994205197,78,spec_linear,quit
M,0.25527662201998785,-7.187417775023917e-4,79,spec_linear,freeze
F,0.19601770715026764,-8.793220910517778,79,spec_linear,freeze
M,0.25527662201998785,0.31582200437134433,79,spec_linear,up1pc
F,0.19601770715026764,-8.589829945024203,79,spec_linear,up1pc
M,0.25527662201998785,-0.26276899961787464,79,spec_linear,down1pc
F,0.19601770715026764,-8.54569723311028,79,spec_linear,down1pc
M,0.25527662201998785,-0.8998071324915861,79,spec_linear,quit
F,0.19601770715026764,-5.615925482229702,79,spec_linear,quit
M,0.14826802347434245,-0.5832573458033266,80,spec_linear,freeze
F,0.009533512015237836,5.214457610779314,80,spec_linear,freeze
M,0.14826802347434245,-0.593880138797316,80,spec_linear,up1pc
F,0.009533512015237836,4.883227711505508,80,spec_linear,up1pc
M,0.14826802347434245,-0.4907653710672463,80,spec_linear,down1pc
F,0.009533512015237836,5.595010241538053,80,spec_linear,down1pc
M,0.14826802347434245,1.377704493111334,80,spec_linear,quit
F,0.009533512015237836,5.294427983262234,80,spec_linear,quit
M,-0.42932309581022726,-21.961182608789642,81,spec_linear,freeze
F,0.4662765004002157,-18.96505735808362,81,spec_linear,freeze
M,-0.42932309581022726,-22.91472911209668,81,spec_linear,up1pc
F,0.4662765004002157,-19.63150434889544,81,spec_linear,up1pc
M,-0.42932309581022726,-21.137070428898774,81,spec_linear,down1pc
F,0.4662765004002157,-18.324570159072955,81,spec_linear,down1pc
M,-0.42932309581022726,-17.104307727442187,81,spec_linear,quit
F,0.4662765004002157,-14.911670261412858,81,spec_linear,quit
M,0.4995735701594634,-8.93540973988699,82,spec_linear,freeze
F,-0.10319972986001745,-13.352939285732688,82,spec_linear,freeze
M,0.4995735701594634,-9.675752855983196,82,spec_linear,up1pc
F,-0.10319972986001745,-14.361877710869058,82,spec_linear,up1pc
M,0.4995735701594634,-8.28670075188005,82,spec_linear,down1pc
F,-0.10319972986001745,-12.476286875588569,82,spec_linear,down1pc
M,0.4995735701594634,-4.0873903831026555,82,spec_linear,quit
F,-0.10319972986001745,-7.648519356845634,82,spec_linear,quit
M,0.23378884854462156,-12.455251347483678,83,spec_linear,freeze
F,0.04139257908283908,-13.766813612801636,83,spec_linear,freeze
M,0.23378884854462156,-13.335315123652524,83,spec_linear,up1pc
F,0.04139257908283908,-14.197302150875142,83,spec_linear,up1pc
M,0.23378884854462156,-11.707843638313191,83,spec_linear,down1pc
F,0.04139257908283908,-13.308986046812688,83,spec_linear,down1pc
M,0.23378884854462156,-9.254775482764375,83,spec_linear,quit
F,0.04139257908283908,-11.832795956610143,83,spec_linear,quit
M,-0.16884270064566675,0.005145423484755489,84,spec_linear,freeze
F,-0.9899710414362217,3.315110664732336,84,spec_linear,freeze
M,-0.16884270064566675,0.8211987322611879,84,spec_linear,up1pc
F,-0.9899710414362217,4.114686356256728,84,spec_linear,up1pc
M,-0.16884270064566675,-0.9138146608917028,84,spec_linear,down1pc
F,-0.9899710414362217,2.591906848614218,84,spec_linear,down1pc
M,-0.16884270064566675,-0.7736916654967545,84,spec_linear,quit
F,-0.9899710414362217,3.49894563368743,84,spec_linear,quit
M,0.14052760432602523,13.080855586505395,85,spec_linear,freeze
F,-0.173965099145025,13.750317755402294,85,spec_linear,freeze
M,0.14052760432602523,13.799039993566128,85,spec_linear,up1pc
F,-0.173965099145025,13.922921548501032,85,spec_linear,up1pc
M,0.14052760432602523,12.740359633742964,85,spec_linear,down1pc
F,-0.173965099145025,13.831119062942872,85,spec_linear,down1pc
M,0.14052760432602523,12.344430088981513,85,spec_linear,quit
F,-0.173965099145025,16.593735579968588,85,spec_linear,quit
M,-0.3250533848727699,-20.512294759822492,86,spec_linear,freeze
F,0.5922129325084103,-10.890651744692962,86,spec_linear,freeze
M,-0.3250533848727699,-20.97202518514607,86,spec_linear,up1pc
F,0.5922129325084103,-11.173031110705464,86,spec_linear,up1pc
M,-0.3250533848727699,-19.89330296537893,86,spec_linear,down1pc
F,0.5922129325084103,-10.481784270034433,86,spec_linear,down1pc
M,-0.3250533848727699,-13.651660469817818,86,spec_linear,quit
F,0.5922129325084103,-6.632654107905507,86,spec_linear,quit
M,-0.3687400469571036,-4.3936186208269525,87,spec_linear,freeze
F,-0.0030012814974164754,-0.05373818195674761,87,spec_linear,freeze
M,-0.3687400469571036,-4.067743778769686,87,spec_linear,up1pc
F,-0.0030012814974164754,0.15606788473971284,87,spec_linear,up1pc
M,-0.3687400469571036,-4.6421893676158215,87,spec_linear,down1pc
F,-0.0030012814974164754,-0.12325466550424326,87,spec_linear,down1pc
M,-0.3687400469571036,-2.7128476066269385,87,spec_linear,quit
F,-0.0030012814974164754,0.30836485517264134,87,spec_linear,quit
M,0.08005554601418852,-9.81510867569063,88,spec_linear,freeze
F,-0.18077502622935152,-6.196204498639499,88,spec_linear,freeze
M,0.08005554601418852,-9.537613856732136,88,spec_linear,up1pc
F,-0.18077502622935152,-5.837001450307764,88,spec_linear,up1pc
M,0.08005554601418852,-9.989821616275595,88,spec_linear,down1pc
F,-0.18077502622935152,-6.5808728260964005,88,spec_linear,down1pc
M,0.08005554601418852,-10.124842429264298,88,spec_linear,quit
F,-0.18077502622935152,-7.587874846516924,88,spec_linear,quit
M,0.1017625205289052,15.073012851011981,89,spec_linear,freeze
F,-0.2433868339797214,15.689793811596441,89,spec_linear,freeze
M,0.1017625205289052,15.438637262404297,89,spec_linear,up1pc
F,-0.2433868339797214,15.643547230304508,89,spec_linear,up1pc
M,0.1017625205289052,14.801601850212249,89,spec_linear,down1pc
F,-0.2433868339797214,15.691340535174708,89,spec_linear,down1pc
M,0.1017625205289052,12.102873497920623,89,spec_linear,quit
F,-0.2433868339797214,15.420310323684095,89,spec_linear,quit
M,0.03380578783700531,3.1387872263789793,90,spec_linear,freeze
F,-0.4223748857762026,-0.5108657994243341,90,spec_linear,freeze
M,0.03380578783700531,3.9043847774244127,90,spec_linear,up1pc
F,-0.4223748857762026,-0.27160773877758,90,spec_linear,up1pc
M,0.03380578783700531,2.824503722858922,90,spec_linear,down1pc
F,-0.4223748857762026,-0.4836232837308068,90,spec_linear,down1pc
M,0.03380578783700531,4.003690286118889,90,spec_linear,quit
F,-0.4223748857762026,3.118006678000192,90,spec_linear,quit
M,0.3221313707991757,-14.260681601901268,91,spec_linear,freeze
F,0.08362629410047413,-11.757539646519355,91,spec_linear,freeze
M,0.3221313707991757,-14.623907134599227,91,spec_linear,up1pc
F,0.08362629410047413,-12.072699006416542,91,spec_linear,up1pc
M,0.3221313707991757,-13.643277772352652,91,spec_linear,down1pc
F,0.08362629410047413,-11.266296531800567,91,spec_linear,down1pc
M,0.3221313707991757,-6.65364632269921,91,spec_linear,quit
F,0.08362629410047413,-7.319213462094005,91,spec_linear,quit
M,0.432848321344974,-10.333003677634464,92,spec_linear,freeze
F,-0.19839853870783516,-7.63448637799079,92,spec_linear,freeze
M,0.432848321344974,-10.810427014941299,92,spec_linear,up1pc
F,-0.19839853870783516,-8.238131530208621,92,spec_linear,up1pc
M,0.432848321344974,-9.813044577197408,92,spec_linear,down1pc
F,-0.19839853870783516,-6.999976240407171,92,spec_linear,down1pc
M,0.432848321344974,-5.775582169638758,92,spec_linear,quit
F,-0.19839853870783516,-3.64380156071704,92,spec_linear,quit
M,-0.34207375723393596,-13.546527766744529,93,spec_linear,freeze
F,0.11656619750257534,-15.957180578250666,93,spec_linear,freeze
M,-0.34207375723393596,-14.026984012561172,93,spec_linear,up1pc
F,0.11656619750257534,-16.582650353729782,93,spec_linear,up1pc
M,-0.34207375723393596,-13.05059625111209,93,spec_linear,down1pc
F,0.11656619750257534,-15.325076361391801,93,spec_linear,down1pc
M,-0.34207375723393596,-8.190666058234953,93,spec_linear,quit
F,0.11656619750257534,-11.017926332247812,93,spec_linear,quit
M,-0.24922764980175455,-3.6891314668381217,94,spec_linear,freeze
F,0.349555534691442,14.48826711015453,94,spec_linear,freeze
M,-0.24922764980175455,-3.6131425925873666,94,spec_linear,up1pc
F,0.349555534691442,14.885299374510096,94,spec_linear,up1pc
M,-0.24922764980175455,-3.576027360140134,94,spec_linear,down1pc
F,0.349555534691442,14.360791201628547,94,spec_linear,down1pc
M,-0.24922764980175455,0.26834257953627183,94,spec_linear,quit
F,0.349555534691442,17.119222003643166,94,spec_linear,quit
M,0.0700109528960032,10.653347205874006,95,spec_linear,freeze
F,-0.1756166866114392,14.978833884228985,95,spec_linear,freeze
M,0.0700109528960032,11.258811451180618,95,spec_linear,up1pc
F,-0.1756166866114392,14.923802147724642,95,spec_linear,up1pc
M,0.0700109528960032,10.337345421359691,95,spec_linear,down1pc
F,-0.1756166866114392,15.307688553942716,95,spec_linear,down1pc
M,0.0700109528960032,13.471992788198067,95,spec_linear,quit
F,-0.1756166866114392,20.177578370852867,95,spec_linear,quit
M,0.18895900560622325,-7.255501667342328,96,spec_linear,freeze
F,-0.04184043141526447,-7.190029843132822,96,spec_linear,freeze
M,0.18895900560622325,-7.537821921042348,96,spec_linear,up1pc
F,-0.04184043141526447,-7.454509940621492,96,spec_linear,up1pc
M,0.18895900560622325,-7.030646133280964,96,spec_linear,down1pc
F,-0.04184043141526447,-6.8888141983508815,96,spec_linear,down1pc
M,0.18895900560622325,-4.839899866290466,96,spec_linear,quit
F,-0.04184043141526447,-4.776533846919574,96,spec_linear,quit
M,0.033793597521350964,-2.6007959875225874,97,spec_linear,freeze
F,0.6430652123562176,-3.6900890448980324,97,spec_linear,freeze
M,0.033793597521350964,-2.7393176551996268,97,spec_linear,up1pc
F,0.6430652123562176,-4.354237170040644,97,spec_linear,up1pc
M,0.033793597521350964,-2.1979020430446004,97,spec_linear,down1pc
F,0.6430652123562176,-2.976787578612625,97,spec_linear,down1pc
M,0.033793597521350964,4.762922550733888,97,spec_linear,quit
F,0.6430652123562176,4.638711024181687,97,spec_linear,quit
M,0.09583445602885345,-14.263161831290343,98,spec_linear,freeze
F,-0.2144860715616658,-9.83663106431632,98,spec_linear,freeze
M,0.09583445602885345,-14.606560948183555,98,spec_linear,up1pc
F,-0.2144860715616658,-10.207104100778272,98,spec_linear,up1pc
M,0.09583445602885345,-13.538041882389694,98,spec_linear,down1pc
F,-0.2144860715616658,-9.283007406873278,98,spec_linear,down1pc
M,0.09583445602885345,-10.25026396280816,98,spec_linear,quit
F,-0.2144860715616658,-6.384748054705839,98,spec_linear,quit
M,-0.05375634240044877,-19.83538107739256,99,spec_linear,freeze
F,-0.034006613645676274,-19.48161473143879,99,spec_linear,freeze
M,-0.05375634240044877,-20.826039196831204,99,spec_linear,up1pc
F,-0.034006613645676274,-20.551393106690885,99,spec_linear,up1pc
M,-0.05375634240044877,-18.756665375831155,99,spec_linear,down1pc
F,-0.034006613645676274,-18.449707808089563,99,spec_linear,down1pc
M,-0.05375634240044877,-10.165740206607211,99,spec_linear,quit
F,-0.034006613645676274,-12.634725949474527,99,spec_linear,quit
M,-0.3871742851920625,-15.153877823079831,100,spec_linear,freeze
F,0.28702150826275097,-5.361755009048332,100,spec_linear,freeze
M,-0.3871742851920625,-15.70472378824112,100,spec_linear,up1pc
F,0.28702150826275097,-5.364252830900423,100,spec_linear,up1pc
M,-0.3871742851920625,-14.546929711518327,100,spec_linear,down1pc
F,0.28702150826275097,-5.095373136393377,100,spec_linear,down1pc
M,-0.3871742851920625,-8.230017810903512,100,spec_linear,quit
F,0.28702150826275097,-0.6782089787302029,100,spec_linear,quit
M,-0.17238443166208325,-7.6143667409418425,101,spec_linear,freeze
F,-0.7755552416022693,-5.888411316314467,101,spec_linear,freeze
M,-0.17238443166208325,-8.051716173414318,101,spec_linear,up1pc
F,-0.7755552416022693,-5.90229209044499,101,spec_linear,up1pc
M,-0.17238443166208325,-7.2661735254323485,101,spec_linear,down1pc
F,-0.7755552416022693,-5.843066775400751,101,spec_linear,down1pc
M,-0.17238443166208325,-4.357528911712654,101,spec_linear,quit
F,-0.7755552416022693,-5.231524387128681,101,spec_linear,quit
M,0.08730801396485137,-10.01716639625268,102,spec_linear,freeze
F,1.4487612103517429,-9.24661673329258,102,spec_linear,freeze
M,0.08730801396485137,-10.418761323684093,102,spec_linear,up1pc
F,1.4487612103517429,-9.210086243667696,102,spec_linear,up1pc
M,0.08730801396485137,-9.534301257919653,102,spec_linear,down1pc
F,1.4487612103517429,-9.102279766126479,102,spec_linear,down1pc
M,0.08730801396485137,-5.972083694393282,102,spec_linear,quit
F,1.4487612103517429,-6.966958978993924,102,spec_linear,quit
M,0.16566061479854063,2.287805214205844,103,spec_linear,freeze
F,-0.6658561730446018,2.437538935245908,103,spec_linear,freeze
M,0.16566061479854063,2.3793318487521966,103,spec_linear,up1pc
F,-0.6658561730446018,2.415031585080607,103,spec_linear,up1pc
M,0.16566061479854063,2.1655458167032178,103,spec_linear,down1pc
F,-0.6658561730446018,2.608595710077164,103,spec_linear,down1pc
M,0.16566061479854063,3.871518908185208,103,spec_linear,quit
F,-0.6658561730446018,5.067443878406559,103,spec_linear,quit
M,-0.2205150762233022,-11.238624470205016,104,spec_linear,freeze
F,0.06747227867402555,-12.26492487002532,104,spec_linear,freeze
M,-0.2205150762233022,-11.702142766950846,104,spec_linear,up1pc
F,0.06747227867402555,-12.556930439225049,104,spec_linear,up1pc
M,-0.2205150762233022,-10.675437218712899,104,spec_linear,down1pc
F,0.06747227867402555,-11.656245629948113,104,spec_linear,down1pc
M,-0.2205150762233022,-6.762210764066768,104,spec_linear,quit
F,0.06747227867402555,-8.012485247397343,104,spec_linear,quit
M,-0.3428243393368976,-13.970936786792532,105,spec_linear,freeze
F,0.5619033134261748,-5.539907697329493,105,spec_linear,freeze
M,-0.3428243393368976,-14.532438237648844,105,spec_linear,up1pc
F,0.5619033134261748,-5.441428362878902,105,spec_linear,up1pc
M,-0.3428243393368976,-13.23545580466616,105,spec_linear,down1pc
F,0.5619033134261748,-5.489064790095151,105,spec_linear,down1pc
M,-0.3428243393368976,-5.850200278490497,105,spec_linear,quit
F,0.5619033134261748,-3.282325608495023,105,spec_linear,quit
M,0.349482158478637,-3.524894037108983,106,spec_linear,freeze
F,0.2777122937512322,-4.503649813456355,106,spec_linear,freeze
M,0.349482158478637,-3.025501921736067,106,spec_linear,up1pc
F,0.2777122937512322,-4.5447529018848085,106,spec_linear,up1pc
M,0.349482158478637,-3.6967641309802612,106,spec_linear,down1pc
F,0.2777122937512322,-4.3576086101475635,106,spec_linear,down1pc
M,0.349482158478637,-3.0625567974855232,106,spec_linear,quit
F,0.2777122937512322,-2.3545236448406666,106,spec_linear,quit
M,-0.2860299967747318,8.354369237422787,107,spec_linear,freeze
F,0.4833195586369023,2.7689468081642965,107,spec_linear,freeze
M,-0.2860299967747318,8.712820800183618,107,spec_linear,up1pc
F,0.4833195586369023,2.9025893809066523,107,spec_linear,up1pc
M,-0.2860299967747318,8.430073922358025,107,spec_linear,down1pc
F,0.4833195586369023,2.8392377537672178,107,spec_linear,down1pc
M,-0.2860299967747318,8.841793712015695,107,spec_linear,quit
