causa2,año,mujer,edad,muertes_suavizadas
estómago,2017,0,8,0.0014804595597018096
estómago,2017,0,9,0.0015736058534060095
estómago,2017,0,10,0.0016951685730667492
estómago,2017,0,11,0.0018559240546826344
estómago,2017,0,12,0.002067229836182078
estómago,2017,0,13,0.0023493218677857566
estómago,2017,0,14,0.00272674374422168
estómago,2017,0,15,0.003241400408339081
estómago,2017,0,16,0.003949781206149887
estómago,2017,0,17,0.004945880250862399
estómago,2017,0,18,0.006367905475134384
estómago,2017,0,19,0.008442487731202366
estómago,2017,0,20,0.01152705983287254
estómago,2017,0,21,0.016200194516482254
estómago,2017,0,22,0.02341572571759955
estómago,2017,0,23,0.0346209341693101
estómago,2017,0,24,0.05221074551201496
estómago,2017,0,25,0.07907638390267137
estómago,2017,0,26,0.1196027683305322
estómago,2017,0,27,0.17672328187123496
estómago,2017,0,28,0.2532277987565202
estómago,2017,0,29,0.34486335579051786
estómago,2017,0,30,0.44328123698241967
estómago,2017,0,31,0.5301891441458143
estómago,2017,0,32,0.5872232866091732
estómago,2017,0,33,0.6032279112096417
estómago,2017,0,34,0.5754972188141707
estómago,2017,0,35,0.5200109495390787
estómago,2017,0,36,0.44931992773422885
estómago,2017,0,37,0.38184787180003493
estómago,2017,0,38,0.3240140417304075
estómago,2017,0,39,0.2828294396012523
estómago,2017,0,40,0.258568853194647
estómago,2017,0,41,0.2533854158640088
estómago,2017,0,42,0.27042621958033075
estómago,2017,0,43,0.3143956521672469
estómago,2017,0,44,0.3982347382934666
estómago,2017,0,45,0.536248108604368
estómago,2017,0,46,0.7504032741846005
estómago,2017,0,47,1.0612306393819315
estómago,2017,0,48,1.4716367603206921
estómago,2017,0,49,1.968782925872875
estómago,2017,0,50,2.4894566298092484
estómago,2017,0,51,2.965290477389204
estómago,2017,0,52,3.3113893229139957
estómago,2017,0,53,3.4893311529730964
estómago,2017,0,54,3.507555109196019
estómago,2017,0,55,3.4110893202405634
estómago,2017,0,56,3.296141289826057
estómago,2017,0,57,3.1950180788984763
estómago,2017,0,58,3.1679221744064154
estómago,2017,0,59,3.2190790115127976
estómago,2017,0,60,3.362416293852279
estómago,2017,0,61,3.6014112717517066
estómago,2017,0,62,3.925860170440518
estómago,2017,0,63,4.341312839760644
estómago,2017,0,64,4.8251055059736725
estómago,2017,0,65,5.371892944670421
estómago,2017,0,66,5.93070126283284
estómago,2017,0,67,6.4755528631606465
estómago,2017,0,68,6.940388892683723
estómago,2017,0,69,7.290494973948446
estómago,2017,0,70,7.480665712312772
estómago,2017,0,71,7.495788399192529
estómago,2017,0,72,7.343892213489269
estómago,2017,0,73,7.042296571685236
estómago,2017,0,74,6.648289456716163
estómago,2017,0,75,6.193005555796544
estómago,2017,0,76,5.747361563363791
estómago,2017,0,77,5.33145467196638
estómago,2017,0,78,5.0005494665061345
estómago,2017,0,79,4.760949045017432
estómago,2017,0,80,4.655527038155915
estómago,2017,0,81,4.690361690879293
estómago,2017,0,82,4.838742579897267
estómago,2017,0,83,5.091134209174642
estómago,2017,0,84,5.258388282081552
estómago,2017,0,85,5.242860116042036
estómago,2017,0,86,4.820974543786089
estómago,2017,0,87,4.00570874130155
estómago,2017,0,88,3.0373581222259416
estómago,2017,0,89,2.1140559107519126
estómago,2017,1,0,9.097389104034254e-4
estómago,2017,1,1,9.614882598246353e-4
estómago,2017,1,2,0.0010173768095194254
estómago,2017,1,3,0.0010792837195848293
estómago,2017,1,4,0.0011491487823606361
estómago,2017,1,5,0.001230530503833345
estómago,2017,1,6,0.00132677822735801
estómago,2017,1,7,0.0014440445161484346
estómago,2017,1,8,0.0015883823300502043
estómago,2017,1,9,0.0017706284292432182
estómago,2017,1,10,0.002002662775878017
estómago,2017,1,11,0.0023051748278800294
estómago,2017,1,12,0.0027032229445106805
estómago,2017,1,13,0.0032390457262072405
estómago,2017,1,14,0.003969300418534871
estómago,2017,1,15,0.004988053145623197
estómago,2017,1,16,0.006432125107565145
estómago,2017,1,17,0.008526019262722753
estómago,2017,1,18,0.011618756969375955
estómago,2017,1,19,0.016270586281638567
estómago,2017,1,20,0.023393469674508297
estómago,2017,1,21,0.034363916303928634
estómago,2017,1,22,0.05141691816758928
estómago,2017,1,23,0.07713860252205977
estómago,2017,1,24,0.11516126075824776
estómago,2017,1,25,0.1646898047185816
estómago,2017,1,26,0.2229217684000651
estómago,2017,1,27,0.2759989246849626
estómago,2017,1,28,0.31014349547057596
estómago,2017,1,29,0.3210309739403274
estómago,2017,1,30,0.3085333488275317
estómago,2017,1,31,0.29082957810714494
estómago,2017,1,32,0.27447892338235236
estómago,2017,1,33,0.268534041917883
estómago,2017,1,34,0.27618599286279844
estómago,2017,1,35,0.3010416833727834
estómago,2017,1,36,0.3489401865865791
estómago,2017,1,37,0.4256354193258852
estómago,2017,1,38,0.5431786550215459
estómago,2017,1,39,0.7055161491630453
estómago,2017,1,40,0.9172092684609114
estómago,2017,1,41,1.150887244765919
estómago,2017,1,42,1.3593913018796875
estómago,2017,1,43,1.496904546840893
estómago,2017,1,44,1.5249049737137939
estómago,2017,1,45,1.4683053595962139
estómago,2017,1,46,1.3631185738233333
estómago,2017,1,47,1.2458700086708454
estómago,2017,1,48,1.1467182537793665
estómago,2017,1,49,1.0716007423138605
estómago,2017,1,50,1.0272221257902736
estómago,2017,1,51,1.0096680199343422
estómago,2017,1,52,1.0169598686755434
estómago,2017,1,53,1.0435937178855808
estómago,2017,1,54,1.0805798937016473
estómago,2017,1,55,1.1192112746541196
estómago,2017,1,56,1.1406880440326215
estómago,2017,1,57,1.1436085739808193
estómago,2017,1,58,1.1280274340388998
estómago,2017,1,59,1.1063937047783103
estómago,2017,1,60,1.1084441975984753
estómago,2017,1,61,1.1463067315550535
estómago,2017,1,62,1.256783384083498
estómago,2017,1,63,1.4568691089139052
estómago,2017,1,64,1.7597045573324939
estómago,2017,1,65,2.179244880572585
estómago,2017,1,66,2.6128763291819577
estómago,2017,1,67,2.9987293868978635
estómago,2017,1,68,3.211608169870936
estómago,2017,1,69,3.2247926307612005
estómago,2017,1,70,3.1579197966724264
estómago,2017,1,71,3.0563595468061893
estómago,2017,1,72,3.0625923001505435
estómago,2017,1,73,3.197399334065404
estómago,2017,1,74,3.4429629573323615
estómago,2017,1,75,3.7938340052384425
estómago,2017,1,76,4.070457580071862
estómago,2017,1,77,4.203717883047681
estómago,2017,1,78,4.168050850666369
estómago,2017,1,79,3.983591282443044
estómago,2017,1,80,3.8907768170563473
estómago,2017,1,81,3.960729544166795
estómago,2017,1,82,4.346353499059288
estómago,2017,1,83,5.185379912363447
estómago,2017,1,84,6.309358604918077
estómago,2017,1,85,7.601669025822407
estómago,2017,1,86,8.055616013856763
estómago,2017,1,87,7.116876883387607
estómago,2017,1,88,5.261341052849213
estómago,2017,1,89,3.2656771546023813
estómago,2018,0,0,0.002341604564651018
estómago,2018,0,1,0.0022391315414427406
estómago,2018,0,2,0.0021431359649775952
estómago,2018,0,3,0.0020553798090315717
estómago,2018,0,4,0.0019766127217188856
estómago,2018,0,5,0.0019086686476506476
estómago,2018,0,6,0.0018519617285825
estómago,2018,0,7,0.0018083581206593462
estómago,2018,0,8,0.0017782434401739835
estómago,2018,0,9,0.001763841370802099
estómago,2018,0,10,0.0017659695908996713
estómago,2018,0,11,0.0017877789972863206
estómago,2018,0,12,0.001831202774210508
estómago,2018,0,13,0.001901256887457113
estómago,2018,0,14,0.0020021897729054065
estómago,2018,0,15,0.002142662555159828
estómago,2018,0,16,0.002331576323218841
estómago,2018,0,17,0.0025846330220527618
estómago,2018,0,18,0.0029203615450407354
estómago,2018,0,19,0.003368827386003161
estómago,2018,0,20,0.00396933443618955
estómago,2018,0,21,0.004783001351965128
estómago,2018,0,22,0.005895648781043832
estómago,2018,0,23,0.007435403983769417
estómago,2018,0,24,0.009593080989034379
estómago,2018,0,25,0.012642174847330476
estómago,2018,0,26,0.01700301059282726
estómago,2018,0,27,0.023219225627049388
estómago,2018,0,28,0.03212061226105336
estómago,2018,0,29,0.04446647135855628
estómago,2018,0,30,0.06130835292941506
estómago,2018,0,31,0.08272948136709178
estómago,2018,0,32,0.10860613560191852
estómago,2018,0,33,0.1388187622333722
estómago,2018,0,34,0.17300790129704444
estómago,2018,0,35,0.21688531515855483
estómago,2018,0,36,0.2775163195312299
estómago,2018,0,37,0.36995211221330293
estómago,2018,0,38,0.5189729537862401
estómago,2018,0,39,0.7355597992381514
estómago,2018,0,40,1.0273900690862077
estómago,2018,0,41,1.3039864059410324
estómago,2018,0,42,1.4225343276621973
estómago,2018,0,43,1.34405258101823
estómago,2018,0,44,1.106569334561581
estómago,2018,0,45,0.8702691896288836
estómago,2018,0,46,0.7117363175082566
estómago,2018,0,47,0.6379763603400742
estómago,2018,0,48,0.6634566018407969
estómago,2018,0,49,0.7855227606848065
estómago,2018,0,50,1.0340089620438315
estómago,2018,0,51,1.4363102012660747
estómago,2018,0,52,1.951493500216998
estómago,2018,0,53,2.534327134317692
estómago,2018,0,54,3.029677419577076
estómago,2018,0,55,3.389217611634443
estómago,2018,0,56,3.6661088763254703
estómago,2018,0,57,3.8922199627780043
estómago,2018,0,58,4.184108306761781
estómago,2018,0,59,4.541301183294221
estómago,2018,0,60,4.926708376650319
estómago,2018,0,61,5.293784623577558
estómago,2018,0,62,5.494560362428024
estómago,2018,0,63,5.50956125784939
estómago,2018,0,64,5.367981595303034
estómago,2018,0,65,5.128293021016499
estómago,2018,0,66,4.965798876211595
estómago,2018,0,67,4.909621566033817
estómago,2018,0,68,5.046628035726391
estómago,2018,0,69,5.395550454290028
estómago,2018,0,70,5.947435509764983
estómago,2018,0,71,6.723424398035581
estómago,2018,0,72,7.608575542475884
estómago,2018,0,73,8.552371583522312
estómago,2018,0,74,9.29855640911355
estómago,2018,0,75,9.705948393016158
estómago,2018,0,76,9.538127548254767
estómago,2018,0,77,8.803645880928995
estómago,2018,0,78,7.793385226150825
estómago,2018,0,79,6.683580065892729
estómago,2018,0,80,5.879359778495397
estómago,2018,0,81,5.4049543329114655
estómago,2018,0,82,5.315116989453368
estómago,2018,0,83,5.621006679362759
estómago,2018,0,84,6.049720349641071
estómago,2018,0,85,6.4630288643997265
estómago,2018,0,86,6.280903942702742
estómago,2018,0,87,5.337969588504053
estómago,2018,0,88,3.9844530615335696
estómago,2018,0,89,2.620692104921447
estómago,2018,1,0,8.763665492811025e-4
estómago,2018,1,1,9.399346467232687e-4
estómago,2018,1,2,0.0010093032006169267
estómago,2018,1,3,0.0010865869961055189
estómago,2018,1,4,0.0011740808322578352
estómago,2018,1,5,0.001275887652217857
estómago,2018,1,6,0.0013961154569995889
estómago,2018,1,7,0.0015420883808446213
estómago,2018,1,8,0.0017214151572318192
estómago,2018,1,9,0.0019473309964312356
estómago,2018,1,10,0.0022349540377816337
estómago,2018,1,11,0.002610019380796303
estómago,2018,1,12,0.0031045932934830344
estómago,2018,1,13,0.003771771285163938
estómago,2018,1,14,0.004684064546419676
estómago,2018,1,15,0.005959913352215048
estómago,2018,1,16,0.007773221885658597
estómago,2018,1,17,0.010403397408646918
estómago,2018,1,18,0.014284673054325564
estómago,2018,1,19,0.02008762442180587
estómago,2018,1,20,0.02888699315748907
estómago,2018,1,21,0.042164633546441135
estómago,2018,1,22,0.06220787346372219
estómago,2018,1,23,0.09085198010422607
estómago,2018,1,24,0.13008528862498583
estómago,2018,1,25,0.17422223582986476
estómago,2018,1,26,0.21523805270594656
estómago,2018,1,27,0.237239988067915
estómago,2018,1,28,0.231914682507469
estómago,2018,1,29,0.20817119820585372
estómago,2018,1,30,0.17420878169059248
estómago,2018,1,31,0.14653762732526204
estómago,2018,1,32,0.12737641136345215
estómago,2018,1,33,0.11857405840357733
estómago,2018,1,34,0.11987081584152741
estómago,2018,1,35,0.1310390087185491
estómago,2018,1,36,0.15452129675155535
estómago,2018,1,37,0.19260457296253206
estómago,2018,1,38,0.2510175900258544
estómago,2018,1,39,0.3342977526589894
estómago,2018,1,40,0.44867053814029567
estómago,2018,1,41,0.5929049492212817
estómago,2018,1,42,0.7591932072705454
estómago,2018,1,43,0.928822239148285
estómago,2018,1,44,1.073704732145105
estómago,2018,1,45,1.171830379943283
estómago,2018,1,46,1.2065741801295236
estómago,2018,1,47,1.1862298695245723
estómago,2018,1,48,1.1281150254880965
estómago,2018,1,49,1.0612550801867668
estómago,2018,1,50,1.0157732176682572
estómago,2018,1,51,1.0078213148797206
estómago,2018,1,52,1.0649307578292178
estómago,2018,1,53,1.1938602891726935
estómago,2018,1,54,1.4103716003609708
estómago,2018,1,55,1.7140220577657637
estómago,2018,1,56,2.046312655099687
estómago,2018,1,57,2.363859134629768
estómago,2018,1,58,2.5618118606205837
estómago,2018,1,59,2.620896995417264
estómago,2018,1,60,2.5785941338020173
estómago,2018,1,61,2.4764308512131907
estómago,2018,1,62,2.417790771126837
estómago,2018,1,63,2.4182338243828703
estómago,2018,1,64,2.5202751606088447
estómago,2018,1,65,2.735127578722777
estómago,2018,1,66,3.0670592284903884
estómago,2018,1,67,3.5345648076151694
estómago,2018,1,68,4.1011795087991585
estómago,2018,1,69,4.750372831747757
estómago,2018,1,70,5.323028325450378
estómago,2018,1,71,5.726937140323141
estómago,2018,1,72,5.806379397102965
estómago,2018,1,73,5.547489895821341
estómago,2018,1,74,5.104830725608521
estómago,2018,1,75,4.568901946285519
estómago,2018,1,76,4.167309921408914
estómago,2018,1,77,3.921470224433723
estómago,2018,1,78,3.8747568285961327
estómago,2018,1,79,4.033112440210602
estómago,2018,1,80,4.346054584556551
estómago,2018,1,81,4.813214963900454
estómago,2018,1,82,5.301036653584567
estómago,2018,1,83,5.730950771631541
estómago,2018,1,84,5.8813043708701676
estómago,2018,1,85,5.649409239916238
estómago,2018,1,86,4.9697949805948936
estómago,2018,1,87,3.9661687897597613
estómago,2018,1,88,2.9203668947630517
estómago,2018,1,89,2.0026239807995414
estómago,2019,0,0,8.342027881673847e-4
estómago,2019,0,1,9.794980279658049e-4
estómago,2019,0,2,0.001151416946785712
estómago,2019,0,3,0.001356881080029376
estómago,2019,0,4,0.0016046018384139578
estómago,2019,0,5,0.001907794611971436
estómago,2019,0,6,0.0022828792243653312
estómago,2019,0,7,0.002755276726843269
estómago,2019,0,8,0.0033570553954674074
estómago,2019,0,9,0.004137498004581112
estómago,2019,0,10,0.0051615794880425425
estómago,2019,0,11,0.006527986522535341
estómago,2019,0,12,0.008371291023591881
estómago,2019,0,13,0.010886615879899484
estómago,2019,0,14,0.014348242936416731
estómago,2019,0,15,0.01911654412602354
estómago,2019,0,16,0.025694304026424756
estómago,2019,0,17,0.03456469873828234
estómago,2019,0,18,0.04632510350108903
estómago,2019,0,19,0.060718355407408026
estómago,2019,0,20,0.07725826685091464
estómago,2019,0,21,0.092756144189076975
estómago,2019,0,22,0.1045328103857584
estómago,2019,0,23,0.11021550547396254
estómago,2019,0,24,0.10909497104052841
estómago,2019,0,25,0.10492241563616606
estómago,2019,0,26,0.0991357752693636
estómago,2019,0,27,0.09513910051754897
estómago,2019,0,28,0.09354645436400909
estómago,2019,0,29,0.09422074796802118
estómago,2019,0,30,0.09708904937948303
estómago,2019,0,31,0.10043792464783541
estómago,2019,0,32,0.10366325361894489
estómago,2019,0,33,0.10738060027090597
estómago,2019,0,34,0.11203915092193639
estómago,2019,0,35,0.12196978197153363
estómago,2019,0,36,0.140842187964447
estómago,2019,0,37,0.17622530610805195
estómago,2019,0,38,0.24145028624534098
estómago,2019,0,39,0.34996344980673305
estómago,2019,0,40,0.5253276567929444
estómago,2019,0,41,0.755044954997284
estómago,2019,0,42,0.984532045366066
estómago,2019,0,43,1.1415349629916793
estómago,2019,0,44,1.158358411335444
estómago,2019,0,45,1.0909976898070097
estómago,2019,0,46,1.006997776294266
estómago,2019,0,47,0.9534847113732665
estómago,2019,0,48,0.9731179001879485
estómago,2019,0,49,1.0669320565449718
estómago,2019,0,50,1.2513966027110293
estómago,2019,0,51,1.5284613482581937
estómago,2019,0,52,1.8693919462749604
estómago,2019,0,53,2.259299779567531
estómago,2019,0,54,2.6403133126054175
estómago,2019,0,55,2.9957185569635576
estómago,2019,0,56,3.3279687056393934
estómago,2019,0,57,3.6390412843038917
estómago,2019,0,58,3.9608875820118254
estómago,2019,0,59,4.291765075881579
estómago,2019,0,60,4.6256745031660955
estómago,2019,0,61,4.949688021419812
estómago,2019,0,62,5.229754515660055
estómago,2019,0,63,5.459424151171136
estómago,2019,0,64,5.648611799407929
estómago,2019,0,65,5.809465306709924
estómago,2019,0,66,6.000313124194059
estómago,2019,0,67,6.228625142742843
estómago,2019,0,68,6.491626764584798
estómago,2019,0,69,6.768396512018152
estómago,2019,0,70,6.934023023073832
estómago,2019,0,71,6.9478343217502045
estómago,2019,0,72,6.72484342004355
estómago,2019,0,73,6.289121139317718
estómago,2019,0,74,5.776809380432512
estómago,2019,0,75,5.249019852313421
estómago,2019,0,76,4.877809686375629
estómago,2019,0,77,4.676902310402475
estómago,2019,0,78,4.687803124136108
estómago,2019,0,79,4.9240720804216265
estómago,2019,0,80,5.354915077990675
estómago,2019,0,81,5.995969675307203
estómago,2019,0,82,6.712260141347067
estómago,2019,0,83,7.421452547837289
estómago,2019,0,84,7.7737426482020515
estómago,2019,0,85,7.5787601922042684
estómago,2019,0,86,6.643211535098924
estómago,2019,0,87,5.156814122976854
estómago,2019,0,88,3.614963242584119
estómago,2019,0,89,2.3135582409460436
estómago,2019,1,0,0.002404326561270688
estómago,2019,1,1,0.0022672804874383614
estómago,2019,1,2,0.002140024490822443
estómago,2019,1,3,0.0020239500531135973
estómago,2019,1,4,0.0019193893976595393
estómago,2019,1,5,0.0018276820865867252
estómago,2019,1,6,0.0017487562833555426
estómago,2019,1,7,0.0016838977813307678
estómago,2019,1,8,0.0016329551664977747
estómago,2019,1,9,0.0015974929476242645
estómago,2019,1,10,0.0015776887002611852
estómago,2019,1,11,0.0015758696847257556
estómago,2019,1,12,0.0015931196992675486
estómago,2019,1,13,0.0016333399647989054
estómago,2019,1,14,0.00169949983595413
estómago,2019,1,15,0.0017985667237102989
estómago,2019,1,16,0.0019373435879831025
estómago,2019,1,17,0.002128819122480526
estómago,2019,1,18,0.0023879505231688956
estómago,2019,1,19,0.0027404613396252637
estómago,2019,1,20,0.0032197032104688446
estómago,2019,1,21,0.003880447803489648
estómago,2019,1,22,0.004800065916319577
estómago,2019,1,23,0.006101962626230197
estómago,2019,1,24,0.007973629809436606
estómago,2019,1,25,0.010710127508629413
estómago,2019,1,26,0.014782758534791518
estómago,2019,1,27,0.02090471939645894
estómago,2019,1,28,0.0302411442590258
estómago,2019,1,29,0.04433492982036792
estómago,2019,1,30,0.06561602627717898
estómago,2019,1,31,0.09643392340576709
estómago,2019,1,32,0.13987744851146588
estómago,2019,1,33,0.19848432022628926
estómago,2019,1,34,0.27464415964103395
estómago,2019,1,35,0.37348926062923765
estómago,2019,1,36,0.5009963616917773
estómago,2019,1,37,0.6657020333256507
estómago,2019,1,38,0.8777963413387352
estómago,2019,1,39,1.1195918781733674
estómago,2019,1,40,1.3599241184208313
estómago,2019,1,41,1.5156451902320096
estómago,2019,1,42,1.5109247603721057
estómago,2019,1,43,1.3744541077268397
estómago,2019,1,44,1.1592116540887618
estómago,2019,1,45,0.9681919856045491
estómago,2019,1,46,0.8510936785790059
estómago,2019,1,47,0.8094640980580668
estómago,2019,1,48,0.8582086972234972
estómago,2019,1,49,0.9797813047529609
estómago,2019,1,50,1.1530976100889114
estómago,2019,1,51,1.3300724818765164
estómago,2019,1,52,1.3973367497224103
estómago,2019,1,53,1.345412417900773
estómago,2019,1,54,1.200994900128502
estómago,2019,1,55,1.0453295459019527
estómago,2019,1,56,0.9772691830392414
estómago,2019,1,57,1.0051479369450864
estómago,2019,1,58,1.192760991307402
estómago,2019,1,59,1.5931030088036224
estómago,2019,1,60,2.240050170206992
estómago,2019,1,61,3.17021432452716
estómago,2019,1,62,4.002360681141809
estómago,2019,1,63,4.460336653879221
estómago,2019,1,64,4.345940224938561
estómago,2019,1,65,3.808862613879402
estómago,2019,1,66,3.3571092358366723
estómago,2019,1,67,3.046415691392636
estómago,2019,1,68,3.0082109601235225
estómago,2019,1,69,3.22890582971518
estómago,2019,1,70,3.622372658579382
estómago,2019,1,71,4.178674955189022
estómago,2019,1,72,4.646707269865563
estómago,2019,1,73,4.920806726042144
estómago,2019,1,74,4.9141575254274645
estómago,2019,1,75,4.640166223780255
estómago,2019,1,76,4.305122548198603
estómago,2019,1,77,3.970542553639182
estómago,2019,1,78,3.750148329371873
estómago,2019,1,79,3.6589655997885018
estómago,2019,1,80,3.7308016645054782
estómago,2019,1,81,3.985747727569436
estómago,2019,1,82,4.400291122862788
estómago,2019,1,83,4.984416875592563
estómago,2019,1,84,5.5177618963606045
estómago,2019,1,85,5.843410132025795
estómago,2019,1,86,5.589509968042662
estómago,2019,1,87,4.706691641084799
estómago,2019,1,88,3.5316268014268517
estómago,2019,1,89,2.3783473180526835
estómago,2020,0,0,0.0029698700893644237
estómago,2020,0,1,0.002718797886978687
estómago,2020,0,2,0.0024910333842783705
estómago,2020,0,3,0.0022864523797365625
estómago,2020,0,4,0.0021037233465424727
estómago,2020,0,5,0.001942470927275286
estómago,2020,0,6,0.0018010159520909772
estómago,2020,0,7,0.0016788785629117992
estómago,2020,0,8,0.001574410955392284
estómago,2020,0,9,0.0014873669653542908
estómago,2020,0,10,0.001416380464025919
estómago,2020,0,11,0.0013616739214434652
estómago,2020,0,12,0.0013224317858415917
estómago,2020,0,13,0.0012997379358650027
estómago,2020,0,14,0.001293644742474049
estómago,2020,0,15,0.0013065943847488937
estómago,2020,0,16,0.0013401240684565413
estómago,2020,0,17,0.0013990093470691864
estómago,2020,0,18,0.0014876381388847608
estómago,2020,0,19,0.0016153359122024944
estómago,2020,0,20,0.0017925234581418286
estómago,2020,0,21,0.002038291192812709
estómago,2020,0,22,0.002376946283355097
estómago,2020,0,23,0.0028500065458249646
estómago,2020,0,24,0.0035162924085624147
estómago,2020,0,25,0.0044746083253996444
estómago,2020,0,26,0.005876893979014647
estómago,2020,0,27,0.007977933766545514
estómago,2020,0,28,0.011197547240057523
estómago,2020,0,29,0.016238612554318476
estómago,2020,0,30,0.024318294051155643
estómago,2020,0,31,0.037408279714718905
estómago,2020,0,32,0.05895093945104116
estómago,2020,0,33,0.0935426122728385
estómago,2020,0,34,0.14821856181623097
estómago,2020,0,35,0.22484995178561112
estómago,2020,0,36,0.3201724768492443
estómago,2020,0,37,0.41560929485339554
estómago,2020,0,38,0.4846659414389881
estómago,2020,0,39,0.5254058585961199
estómago,2020,0,40,0.5406814525887947
estómago,2020,0,41,0.5658966511099036
estómago,2020,0,42,0.6316201152366873
estómago,2020,0,43,0.7581312302178962
estómago,2020,0,44,0.9851147562780214
estómago,2020,0,45,1.297581910417887
estómago,2020,0,46,1.6304389451672086
estómago,2020,0,47,1.871464775277739
estómago,2020,0,48,1.87244031112606
estómago,2020,0,49,1.6923114096856704
estómago,2020,0,50,1.4451900140756173
estómago,2020,0,51,1.2357406318662447
estómago,2020,0,52,1.1510259911687328
estómago,2020,0,53,1.180572812118036
estómago,2020,0,54,1.3561433163172851
estómago,2020,0,55,1.6958101979090183
estómago,2020,0,56,2.1842484410702347
estómago,2020,0,57,2.825242473375682
estómago,2020,0,58,3.4803687454282968
estómago,2020,0,59,4.074865524624519
estómago,2020,0,60,4.532601474001531
estómago,2020,0,61,4.84003229636081
estómago,2020,0,62,5.113747497705177
estómago,2020,0,63,5.365232697954505
estómago,2020,0,64,5.6214015981725565
estómago,2020,0,65,5.856123213025047
estómago,2020,0,66,5.954927025688061
estómago,2020,0,67,5.8965898539955
estómago,2020,0,68,5.670879886955295
estómago,2020,0,69,5.319569681520677
estómago,2020,0,70,4.982791824828522
estómago,2020,0,71,4.693497003546504
estómago,2020,0,72,4.546171165873477
estómago,2020,0,73,4.542359029973834
estómago,2020,0,74,4.662271499535769
estómago,2020,0,75,4.898805570486274
estómago,2020,0,76,5.152839959669864
estómago,2020,0,77,5.394850105244175
estómago,2020,0,78,5.583779322743398
estómago,2020,0,79,5.709942213458277
estómago,2020,0,80,5.854710206469812
estómago,2020,0,81,6.047209835681977
estómago,2020,0,82,6.309458716880356
estómago,2020,0,83,6.644427604541056
estómago,2020,0,84,6.808211030381368
estómago,2020,0,85,6.678426061675586
estómago,2020,0,86,5.978319521515273
estómago,2020,0,87,4.780406875531673
estómago,2020,0,88,3.4584960957307342
estómago,2020,0,89,2.280652976833577
estómago,2020,1,0,4.1499016154362983e-4
estómago,2020,1,1,5.188877817720982e-4
estómago,2020,1,2,6.495849942271531e-4
estómago,2020,1,3,8.153551197351283e-4
estómago,2020,1,4,0.0010272982272508772
estómago,2020,1,5,0.0013020011552290962
estómago,2020,1,6,0.0016619970179365163
estómago,2020,1,7,0.0021423570833813675
estómago,2020,1,8,0.002791856794876929
estómago,2020,1,9,0.0036879661247108957
estómago,2020,1,10,0.004943056056572516
estómago,2020,1,11,0.006738756307370529
estómago,2020,1,12,0.009348441385441986
estómago,2020,1,13,0.013210349031874749
estómago,2020,1,14,0.019005527963568896
estómago,2020,1,15,0.02777411920603566
estómago,2020,1,16,0.041123617782441044
estómago,2020,1,17,0.06106385226665653
estómago,2020,1,18,0.09030903259237458
estómago,2020,1,19,0.1292125103132657
estómago,2020,1,20,0.1766294627715971
estómago,2020,1,21,0.21931627656297764
estómago,2020,1,22,0.24509982437818026
estómago,2020,1,23,0.24521917682691727
estómago,2020,1,24,0.22101442949599676
estómago,2020,1,25,0.19083333692350263
estómago,2020,1,26,0.16097345744837116
estómago,2020,1,27,0.140523911618666
estómago,2020,1,28,0.12893435462724293
estómago,2020,1,29,0.12501147389094547
estómago,2020,1,30,0.12807926315797735
estómago,2020,1,31,0.13508757418707237
estómago,2020,1,32,0.14525272221877997
estómago,2020,1,33,0.15682120750319067
estómago,2020,1,34,0.1690015244747187
estómago,2020,1,35,0.18230468609162523
estómago,2020,1,36,0.19713046320334043
estómago,2020,1,37,0.21518729066850684
estómago,2020,1,38,0.2380029060779615
estómago,2020,1,39,0.26703252293703156
estómago,2020,1,40,0.3041255226580498
estómago,2020,1,41,0.3501200221646102
estómago,2020,1,42,0.4062457415044353
estómago,2020,1,43,0.4715784803788771
estómago,2020,1,44,0.5444504794584933
estómago,2020,1,45,0.6192015021340972
estómago,2020,1,46,0.6875764514497085
estómago,2020,1,47,0.7453610189424021
estómago,2020,1,48,0.7886885650241763
estómago,2020,1,49,0.8269535150129084
estómago,2020,1,50,0.8756573692222498
estómago,2020,1,51,0.9513225263376169
estómago,2020,1,52,1.0849776637139643
estómago,2020,1,53,1.2896780224248934
estómago,2020,1,54,1.5780229678267614
estómago,2020,1,55,1.9290526613488175
estómago,2020,1,56,2.2250981157386263
estómago,2020,1,57,2.390862852363913
estómago,2020,1,58,2.3335964449550937
estómago,2020,1,59,2.1071390523647757
estómago,2020,1,60,1.8476050055475177
estómago,2020,1,61,1.6114019953292116
estómago,2020,1,62,1.4884218490268006
estómago,2020,1,63,1.4632919545074885
estómago,2020,1,64,1.5361854523067355
estómago,2020,1,65,1.7019824425928363
estómago,2020,1,66,1.9005392074210512
estómago,2020,1,67,2.1169070544528834
estómago,2020,1,68,2.2918047346337365
estómago,2020,1,69,2.4135963558088602
estómago,2020,1,70,2.522687409809088
estómago,2020,1,71,2.636294093514572
estómago,2020,1,72,2.8313599805959013
estómago,2020,1,73,3.1340340353911573
estómago,2020,1,74,3.531759408453807
estómago,2020,1,75,4.021647823671608
estómago,2020,1,76,4.432684228024714
estómago,2020,1,77,4.680738980001671
estómago,2020,1,78,4.708643744261633
estómago,2020,1,79,4.52179220497509
estómago,2020,1,80,4.3337059234780675
estómago,2020,1,81,4.208136079780326
