causa2,año,mujer,edad,muertes_suavizadas
esófago,2003,1,89,2.3182621697812165
esófago,2004,0,0,0.004447949531075081
esófago,2004,0,1,0.004004853836600802
esófago,2004,0,2,0.003608007449192656
esófago,2004,0,3,0.0032544417143631865
esófago,2004,0,4,0.0029398179601068243
esófago,2004,0,5,0.0026607014232320684
esófago,2004,0,6,0.002413022251821251
esófago,2004,0,7,0.0021934742982277914
esófago,2004,0,8,0.001998698045900599
esófago,2004,0,9,0.0018259510839867597
esófago,2004,0,10,0.0016725815161726027
esófago,2004,0,11,0.0015364325650218057
esófago,2004,0,12,0.0014155195921343921
esófago,2004,0,13,0.00130839633153736
esófago,2004,0,14,0.0012135479038781725
esófago,2004,0,15,0.0011300673256916726
esófago,2004,0,16,0.0010567848650461936
esófago,2004,0,17,9.932671342941562e-4
esófago,2004,0,18,9.386168056257124e-4
esófago,2004,0,19,8.928529815959935e-4
esófago,2004,0,20,8.553216459763155e-4
esófago,2004,0,21,8.26458955917634e-4
esófago,2004,0,22,8.059207979965016e-4
esófago,2004,0,23,7.947155908231846e-4
esófago,2004,0,24,7.92999712105371e-4
esófago,2004,0,25,8.026467024343075e-4
esófago,2004,0,26,8.247485352372532e-4
esófago,2004,0,27,8.6272447478283e-4
esófago,2004,0,28,9.19602182263392e-4
esófago,2004,0,29,0.0010019883800332274
esófago,2004,0,30,0.0011172807419090297
esófago,2004,0,31,0.0012793266852585792
esófago,2004,0,32,0.0015062788282751325
esófago,2004,0,33,0.001829965393037335
esófago,2004,0,34,0.0022974447636974283
esófago,2004,0,35,0.002991048048812941
esófago,2004,0,36,0.004044774564420864
esófago,2004,0,37,0.005698150115101058
esófago,2004,0,38,0.00837558583555631
esófago,2004,0,39,0.012865115540673079
esófago,2004,0,40,0.020669272771005654
esófago,2004,0,41,0.034669543329438286
esófago,2004,0,42,0.06063385043126544
esófago,2004,0,43,0.10923178031666284
esófago,2004,0,44,0.20074893138361172
esófago,2004,0,45,0.36279110907861584
esófago,2004,0,46,0.6231592496716569
esófago,2004,0,47,0.9851096443796834
esófago,2004,0,48,1.3841047412892893
esófago,2004,0,49,1.7452402269193419
esófago,2004,0,50,1.9991433362219306
esófago,2004,0,51,2.1575304297805045
esófago,2004,0,52,2.313227189096254
esófago,2004,0,53,2.497640356061951
esófago,2004,0,54,2.7762963458220336
esófago,2004,0,55,3.1456889293778727
esófago,2004,0,56,3.5619339175982754
esófago,2004,0,57,3.9949384963946155
esófago,2004,0,58,4.356402285442705
esófago,2004,0,59,4.62641562439954
esófago,2004,0,60,4.81257844209657
esófago,2004,0,61,4.931357594637571
esófago,2004,0,62,5.05501678906151
esófago,2004,0,63,5.1879693430306055
esófago,2004,0,64,5.327755616409008
esófago,2004,0,65,5.45453173004652
esófago,2004,0,66,5.489924430918653
esófago,2004,0,67,5.427177596881029
esófago,2004,0,68,5.280313991980271
esófago,2004,0,69,5.082249518038047
esófago,2004,0,70,4.962343328202063
esófago,2004,0,71,4.947594151711711
esófago,2004,0,72,5.128176025744813
esófago,2004,0,73,5.525969168689661
esófago,2004,0,74,6.062601003904238
esófago,2004,0,75,6.70689036603505
esófago,2004,0,76,7.137430593992531
esófago,2004,0,77,7.22618080253722
esófago,2004,0,78,6.929935191392666
esófago,2004,0,79,6.311612787573208
esófago,2004,0,80,5.722627802839342
esófago,2004,0,81,5.248148689500318
esófago,2004,0,82,5.004894175922642
esófago,2004,0,83,5.0017708563119205
esófago,2004,0,84,5.047514145650063
esófago,2004,0,85,5.057140247124486
esófago,2004,0,86,4.725501664503854
esófago,2004,0,87,4.003508921416975
esófago,2004,0,88,3.0854117436169863
esófago,2004,0,89,2.1683561223558105
esófago,2004,1,0,0.004008549433476852
esófago,2004,1,1,0.003639739726616957
esófago,2004,1,2,0.00330704441600873
esófago,2004,1,3,0.003008936294450164
esófago,2004,1,4,0.002742464308363792
esófago,2004,1,5,0.002505570876351192
esófago,2004,1,6,0.0022952140607534217
esófago,2004,1,7,0.0021092328746453773
esófago,2004,1,8,0.001944940587531208
esófago,2004,1,9,0.001800483521096923
esófago,2004,1,10,0.001673633326607906
esófago,2004,1,11,0.0015629380682451559
esófago,2004,1,12,0.0014666807586819891
esófago,2004,1,13,0.0013839950205943186
esófago,2004,1,14,0.001313593179376515
esófago,2004,1,15,0.0012551435744397545
esófago,2004,1,16,0.0012077566662600236
esófago,2004,1,17,0.0011716720446811476
esófago,2004,1,18,0.0011464421358851197
esófago,2004,1,19,0.0011330242226630623
esófago,2004,1,20,0.001131566561494826
esófago,2004,1,21,0.0011439970647468256
esófago,2004,1,22,0.0011714457204124304
esófago,2004,1,23,0.0012174352591352877
esófago,2004,1,24,0.0012849449828288577
esófago,2004,1,25,0.0013804955189600963
esófago,2004,1,26,0.0015108713390063293
esófago,2004,1,27,0.0016886080774236249
esófago,2004,1,28,0.0019288781991435317
esófago,2004,1,29,0.0022575869296907742
esófago,2004,1,30,0.002709830305045629
esófago,2004,1,31,0.003343878179626013
esófago,2004,1,32,0.004245911368484002
esófago,2004,1,33,0.005557556808200929
esófago,2004,1,34,0.007504270626268055
esófago,2004,1,35,0.01046009758363526
esófago,2004,1,36,0.015054777868909106
esófago,2004,1,37,0.02232538447628763
esófago,2004,1,38,0.03406989060753546
esófago,2004,1,39,0.053051130251687624
esófago,2004,1,40,0.08385029842194736
esófago,2004,1,41,0.1322224941906353
esófago,2004,1,42,0.20555134938539737
esófago,2004,1,43,0.3080609819712435
esófago,2004,1,44,0.43725760066573344
esófago,2004,1,45,0.5714203871422199
esófago,2004,1,46,0.6698156914267301
esófago,2004,1,47,0.7019821778957818
esófago,2004,1,48,0.6554541320913981
esófago,2004,1,49,0.5652024857015566
esófago,2004,1,50,0.47093258966455476
esófago,2004,1,51,0.3945823637944223
esófago,2004,1,52,0.3522867693606669
esófago,2004,1,53,0.3373085470341245
esófago,2004,1,54,0.3498308654137174
esófago,2004,1,55,0.38607727673679576
esófago,2004,1,56,0.4380102053135156
esófago,2004,1,57,0.5037069510709825
esófago,2004,1,58,0.5702871859545741
esófago,2004,1,59,0.6358156623098693
esófago,2004,1,60,0.7003213975178484
esófago,2004,1,61,0.7670763750300356
esófago,2004,1,62,0.85114749442584
esófago,2004,1,63,0.9575239734106228
esófago,2004,1,64,1.0908178671798487
esófago,2004,1,65,1.2509818601960054
esófago,2004,1,66,1.4125414751511187
esófago,2004,1,67,1.5639474284674126
esófago,2004,1,68,1.6835523302761377
esófago,2004,1,69,1.7668147427715724
esófago,2004,1,70,1.842463028969065
esófago,2004,1,71,1.9210275845572775
esófago,2004,1,72,2.04489701229048
esófago,2004,1,73,2.227488748177791
esófago,2004,1,74,2.4624202867127627
esófago,2004,1,75,2.7482638830077315
esófago,2004,1,76,3.0048894136704423
esófago,2004,1,77,3.195975343644145
esófago,2004,1,78,3.2979931754489518
esófago,2004,1,79,3.3088268812385224
esófago,2004,1,80,3.3415632082634223
esófago,2004,1,81,3.436568451633015
esófago,2004,1,82,3.667301934142331
esófago,2004,1,83,4.078815126654938
esófago,2004,1,84,4.533332261889384
esófago,2004,1,85,4.939337641461949
esófago,2004,1,86,4.916385913320208
esófago,2004,1,87,4.330368574612139
esófago,2004,1,88,3.3922487123480165
esófago,2004,1,89,2.3717362803374695
esófago,2005,0,0,0.0040594376278763914
esófago,2005,0,1,0.0036578669052303985
esófago,2005,0,2,0.0032981683496328025
esófago,2005,0,3,0.002977919641883647
esófago,2005,0,4,0.0026933796525425244
esófago,2005,0,5,0.002441768770841814
esófago,2005,0,6,0.002219458089459777
esófago,2005,0,7,0.0020237606668387195
esófago,2005,0,8,0.001851574639805834
esófago,2005,0,9,0.001700689015368218
esófago,2005,0,10,0.0015685772634732179
esófago,2005,0,11,0.001453546231318059
esófago,2005,0,12,0.0013536586697628981
esófago,2005,0,13,0.0012678834550324525
esófago,2005,0,14,0.001194756780722226
esófago,2005,0,15,0.0011338211991407372
esófago,2005,0,16,0.0010840371759243495
esófago,2005,0,17,0.001045537343908093
esófago,2005,0,18,0.001017739653890862
esófago,2005,0,19,0.0010015008959453544
esófago,2005,0,20,9.968468418116673e-4
esófago,2005,0,21,0.0010056123442822487
esófago,2005,0,22,0.001028830676387146
esófago,2005,0,23,0.001069978581115061
esófago,2005,0,24,0.001132026830719071
esófago,2005,0,25,0.0012216289348779125
esófago,2005,0,26,0.0013458752141458535
esófago,2005,0,27,0.0015180746033697824
esófago,2005,0,28,0.0017548118802608436
esófago,2005,0,29,0.0020849686018639415
esófago,2005,0,30,0.00254897658469633
esófago,2005,0,31,0.003215856560706523
esófago,2005,0,32,0.004191581892578735
esófago,2005,0,33,0.005657280813537217
esófago,2005,0,34,0.00791403674940482
esófago,2005,0,35,0.011487660833921892
esófago,2005,0,36,0.01731028459459665
esófago,2005,0,37,0.027021237160246573
esófago,2005,0,38,0.0436407481394292
esófago,2005,0,39,0.07218570507772579
esófago,2005,0,40,0.12152769441163186
esófago,2005,0,41,0.20398136663585428
esófago,2005,0,42,0.33651784118057054
esófago,2005,0,43,0.5345947080803902
esófago,2005,0,44,0.804577249649574
esófago,2005,0,45,1.1278499539999978
esófago,2005,0,46,1.4496040995684114
esófago,2005,0,47,1.7075792195349957
esófago,2005,0,48,1.842679003315615
esófago,2005,0,49,1.8679178810558117
esófago,2005,0,50,1.8358407423955072
esófago,2005,0,51,1.804071921268865
esófago,2005,0,52,1.8536618413753527
esófago,2005,0,53,2.003380091082114
esófago,2005,0,54,2.298981654728557
esófago,2005,0,55,2.754021117034225
esófago,2005,0,56,3.332110256409581
esófago,2005,0,57,4.005688174750454
esófago,2005,0,58,4.6230125655766106
esófago,2005,0,59,5.093470930136299
esófago,2005,0,60,5.297958395687889
esófago,2005,0,61,5.220087109199625
esófago,2005,0,62,4.927892152189579
esófago,2005,0,63,4.494465369786729
esófago,2005,0,64,4.061853542251742
esófago,2005,0,65,3.675414793553451
esófago,2005,0,66,3.4380640776597833
esófago,2005,0,67,3.3428081877533797
esófago,2005,0,68,3.4129079899276826
esófago,2005,0,69,3.6502805025540654
esófago,2005,0,70,4.015593092113541
esófago,2005,0,71,4.510667496233987
esófago,2005,0,72,5.03074351194405
esófago,2005,0,73,5.533000846725419
esófago,2005,0,74,5.910327447252838
esófago,2005,0,75,6.113285449715536
esófago,2005,0,76,6.120278895809529
esófago,2005,0,77,5.936371863437605
esófago,2005,0,78,5.639169909220872
esófago,2005,0,79,5.269156417600946
esófago,2005,0,80,4.9362309925846874
esófago,2005,0,81,4.664543596405491
esófago,2005,0,82,4.468206192831423
esófago,2005,0,83,4.34121293003505
esófago,2005,0,84,4.178540927944494
esófago,2005,0,85,3.9431364141929013
esófago,2005,0,86,3.5352684390057894
esófago,2005,0,87,2.9692517257071205
esófago,2005,0,88,2.3489178832056568
esófago,2005,0,89,1.7559215316721342
esófago,2005,1,0,0.0037963395665265662
esófago,2005,1,1,0.003483779338940641
esófago,2005,1,2,0.0031991730015697483
esófago,2005,1,3,0.00294212942358959
esófago,2005,1,4,0.0027107709932844247
esófago,2005,1,5,0.0025040802455768164
esófago,2005,1,6,0.002319853645899614
esófago,2005,1,7,0.002156775969274456
esófago,2005,1,8,0.0020127671072678074
esófago,2005,1,9,0.0018866183702676805
esófago,2005,1,10,0.0017765461549825892
esófago,2005,1,11,0.00168160400353609
esófago,2005,1,12,0.0016004189079340087
esófago,2005,1,13,0.0015325402408371742
esófago,2005,1,14,0.0014769985686808541
esófago,2005,1,15,0.0014338730709329121
esófago,2005,1,16,0.0014026300288761404
esófago,2005,1,17,0.0013839861719722164
esófago,2005,1,18,0.0013779661200127068
esófago,2005,1,19,0.0013861756626661003
esófago,2005,1,20,0.001409475588664857
esófago,2005,1,21,0.0014507933388578594
esófago,2005,1,22,0.0015124210600749688
esófago,2005,1,23,0.0015994935575472252
esófago,2005,1,24,0.0017169983064634993
esófago,2005,1,25,0.0018742505707933074
esófago,2005,1,26,0.0020816756819047283
esófago,2005,1,27,0.0023567832353856752
esófago,2005,1,28,0.0027215246051175454
esófago,2005,1,29,0.0032107936687638733
esófago,2005,1,30,0.0038723306593943948
esófago,2005,1,31,0.004780267460234894
esófago,2005,1,32,0.0060429609916937774
esófago,2005,1,33,0.007824673270060251
esófago,2005,1,34,0.010378078994687779
esófago,2005,1,35,0.014077457741165597
esófago,2005,1,36,0.01951294432909824
esófago,2005,1,37,0.027490818465620157
esófago,2005,1,38,0.03924847571626295
esófago,2005,1,39,0.05605235175799042
esófago,2005,1,40,0.07944613594486286
esófago,2005,1,41,0.1096603074061789
esófago,2005,1,42,0.14550442033014233
esófago,2005,1,43,0.184023278755102
esófago,2005,1,44,0.22035263940724992
esófago,2005,1,45,0.25171104046454745
esófago,2005,1,46,0.27622624880767405
esófago,2005,1,47,0.2953480420681362
esófago,2005,1,48,0.31242105423246896
esófago,2005,1,49,0.33189845297629794
esófago,2005,1,50,0.3608602613256761
esófago,2005,1,51,0.40549188287935883
esófago,2005,1,52,0.47760975939156364
esófago,2005,1,53,0.5857645582283543
esófago,2005,1,54,0.7396014075788978
esófago,2005,1,55,0.9390016421314076
esófago,2005,1,56,1.1459673928331888
esófago,2005,1,57,1.3275795378235442
esófago,2005,1,58,1.4235351248795298
esófago,2005,1,59,1.4285465068807275
esófago,2005,1,60,1.382848557635082
esófago,2005,1,61,1.3150861029334138
esófago,2005,1,62,1.2900305158537608
esófago,2005,1,63,1.3128601625694576
esófago,2005,1,64,1.3985696147510425
esófago,2005,1,65,1.5492343129752717
esófago,2005,1,66,1.7350534913077915
esófago,2005,1,67,1.9506264946135063
esófago,2005,1,68,2.159255133963624
esófago,2005,1,69,2.3510607748670473
esófago,2005,1,70,2.534633381958009
esófago,2005,1,71,2.712110714460288
esófago,2005,1,72,2.906103281522858
esófago,2005,1,73,3.1147437848529718
