causa,mujer,edad,anio,casos
cavidad oral y faringe,1,15,2022,0.08522509500829736
cavidad oral y faringe,1,16,1998,0.10069073320794521
cavidad oral y faringe,1,16,1999,0.07535893804594201
cavidad oral y faringe,1,16,2000,0.05436944623062505
cavidad oral y faringe,1,16,2001,0.03772225776197786
cavidad oral y faringe,1,16,2002,0
cavidad oral y faringe,1,16,2003,0
cavidad oral y faringe,1,16,2004,0
cavidad oral y faringe,1,16,2005,0
cavidad oral y faringe,1,16,2006,0
cavidad oral y faringe,1,16,2007,0.03419328971699588
cavidad oral y faringe,1,16,2008,0.06343655190750164
cavidad oral y faringe,1,16,2009,0.08404809452414581
cavidad oral y faringe,1,16,2010,0.0952078284931922
cavidad oral y faringe,1,16,2011,0.11722784926359724
cavidad oral y faringe,1,16,2012,0.05386494291241111
cavidad oral y faringe,1,16,2013,0.040154529868948664
cavidad oral y faringe,1,16,2014,0.03190731831311121
cavidad oral y faringe,1,16,2015,0.031037573105403976
cavidad oral y faringe,1,16,2016,0.026423912959557448
cavidad oral y faringe,1,16,2017,0.07180228810768202
cavidad oral y faringe,1,16,2018,0.10747288000398729
cavidad oral y faringe,1,16,2019,0.1283733914357249
cavidad oral y faringe,1,16,2020,0.1295407357039777
cavidad oral y faringe,1,16,2021,0.1284934835942559
cavidad oral y faringe,1,16,2022,0.10431502135453126
cavidad oral y faringe,1,17,1998,0
cavidad oral y faringe,1,17,1999,0
cavidad oral y faringe,1,17,2000,0
cavidad oral y faringe,1,17,2001,0
cavidad oral y faringe,1,17,2002,0
cavidad oral y faringe,1,17,2003,0
cavidad oral y faringe,1,17,2004,0
cavidad oral y faringe,1,17,2005,0
cavidad oral y faringe,1,17,2006,0
cavidad oral y faringe,1,17,2007,0.05729866599277239
cavidad oral y faringe,1,17,2008,0.08541586003006618
cavidad oral y faringe,1,17,2009,0.1009763483009839
cavidad oral y faringe,1,17,2010,0.10763356750322307
cavidad oral y faringe,1,17,2011,0.10273765357730297
cavidad oral y faringe,1,17,2012,0.04056544810966667
cavidad oral y faringe,1,17,2013,0.028807642198910532
cavidad oral y faringe,1,17,2014,0.024482339931362687
cavidad oral y faringe,1,17,2015,0.026269858996649548
cavidad oral y faringe,1,17,2016,0.034995346058611626
cavidad oral y faringe,1,17,2017,0.09842035280261628
cavidad oral y faringe,1,17,2018,0.13096794742402207
cavidad oral y faringe,1,17,2019,0.14480841459677107
cavidad oral y faringe,1,17,2020,0.1433258100099659
cavidad oral y faringe,1,17,2021,0.14079016480696235
cavidad oral y faringe,1,17,2022,0.11316162900115546
cavidad oral y faringe,1,18,1998,0
cavidad oral y faringe,1,18,1999,0
cavidad oral y faringe,1,18,2000,0
cavidad oral y faringe,1,18,2001,0
cavidad oral y faringe,1,18,2002,0
cavidad oral y faringe,1,18,2003,0
cavidad oral y faringe,1,18,2004,0
cavidad oral y faringe,1,18,2005,0
cavidad oral y faringe,1,18,2006,0
cavidad oral y faringe,1,18,2007,0.0586113839281325
cavidad oral y faringe,1,18,2008,0.08631167279720735
cavidad oral y faringe,1,18,2009,0.10131979032627426
cavidad oral y faringe,1,18,2010,0.10754695070325657
cavidad oral y faringe,1,18,2011,0.10386206602247529
cavidad oral y faringe,1,18,2012,0.042035127807328265
cavidad oral y faringe,1,18,2013,0.031175313287176196
cavidad oral y faringe,1,18,2014,0.02744254880658146
cavidad oral y faringe,1,18,2015,0.029650354119980002
cavidad oral y faringe,1,18,2016,0.03868919730128838
cavidad oral y faringe,1,18,2017,0.10452497575604848
cavidad oral y faringe,1,18,2018,0.1357409652371282
cavidad oral y faringe,1,18,2019,0.14838622608035004
cavidad oral y faringe,1,18,2020,0.1464043656145348
cavidad oral y faringe,1,18,2021,0.14350790417148118
cavidad oral y faringe,1,18,2022,0.11509077577307097
cavidad oral y faringe,1,19,1998,0.055807931108200516
cavidad oral y faringe,1,19,1999,0.03554904015671446
cavidad oral y faringe,1,19,2000,0.019824989067950115
cavidad oral y faringe,1,19,2001,0.008635777841872295
cavidad oral y faringe,1,19,2002,0
cavidad oral y faringe,1,19,2003,0
cavidad oral y faringe,1,19,2004,0
cavidad oral y faringe,1,19,2005,0
cavidad oral y faringe,1,19,2006,0
cavidad oral y faringe,1,19,2007,0.04991070592313022
cavidad oral y faringe,1,19,2008,0.07815446475630913
cavidad oral y faringe,1,19,2009,0.0959443353242824
cavidad oral y faringe,1,19,2010,0.10466788374048867
cavidad oral y faringe,1,19,2011,0.12211476592592356
cavidad oral y faringe,1,19,2012,0.05859649421778568
cavidad oral y faringe,1,19,2013,0.0472072526892571
cavidad oral y faringe,1,19,2014,0.040512149887540594
cavidad oral y faringe,1,19,2015,0.040857296743732015
cavidad oral y faringe,1,19,2016,0.04143509559004636
cavidad oral y faringe,1,19,2017,0.10199787710258398
cavidad oral y faringe,1,19,2018,0.13353662810968334
cavidad oral y faringe,1,19,2019,0.1486511190895307
cavidad oral y faringe,1,19,2020,0.14643192485446552
cavidad oral y faringe,1,19,2021,0.14260123317844886
cavidad oral y faringe,1,19,2022,0.11358399406235628
cavidad oral y faringe,1,20,1998,0.15700013613785452
cavidad oral y faringe,1,20,1999,0.11799846471825368
cavidad oral y faringe,1,20,2000,0.08548978665065343
cavidad oral y faringe,1,20,2001,0.059474101935018515
cavidad oral y faringe,1,20,2002,0.035073087379761565
cavidad oral y faringe,1,20,2003,0.02363439897389458
cavidad oral y faringe,1,20,2004,0.017895867832299458
cavidad oral y faringe,1,20,2005,0.01803642497231897
cavidad oral y faringe,1,20,2006,0.024501021003075822
cavidad oral y faringe,1,20,2007,0.03844378190321905
cavidad oral y faringe,1,20,2008,0.05335247275719896
cavidad oral y faringe,1,20,2009,0.06765904837828432
cavidad oral y faringe,1,20,2010,0.07482850197161076
cavidad oral y faringe,1,20,2011,0.09497433854742521
cavidad oral y faringe,1,20,2012,0.12831203887858122
cavidad oral y faringe,1,20,2013,0.12377514603100316
cavidad oral y faringe,1,20,2014,0.11042899578559968
cavidad oral y faringe,1,20,2015,0.10951955504696678
cavidad oral y faringe,1,20,2016,0.10128171782967343
cavidad oral y faringe,1,20,2017,0.08743896946315859
cavidad oral y faringe,1,20,2018,0.10465311690524175
cavidad oral y faringe,1,20,2019,0.11670488973129461
cavidad oral y faringe,1,20,2020,0.11439838766380885
cavidad oral y faringe,1,20,2021,0.11022319046010251
cavidad oral y faringe,1,20,2022,0.10897837149006145
cavidad oral y faringe,1,21,1998,0.2744645352905038
cavidad oral y faringe,1,21,1999,0.21530162917102258
cavidad oral y faringe,1,21,2000,0.16458986989279764
cavidad oral y faringe,1,21,2001,0.12232925745579376
cavidad oral y faringe,1,21,2002,0.07771095814505417
cavidad oral y faringe,1,21,2003,0.05544905257607002
cavidad oral y faringe,1,21,2004,0.04060635467407274
cavidad oral y faringe,1,21,2005,0.03335980952659967
cavidad oral y faringe,1,21,2006,0.0346345580937863
cavidad oral y faringe,1,21,2007,0.0481515469554904
cavidad oral y faringe,1,21,2008,0.056212331918589604
cavidad oral y faringe,1,21,2009,0.06535353707019996
cavidad oral y faringe,1,21,2010,0.07165370387223567
cavidad oral y faringe,1,21,2011,0.09020510003845295
cavidad oral y faringe,1,21,2012,0.13172339644486064
cavidad oral y faringe,1,21,2013,0.1543768986797456
cavidad oral y faringe,1,21,2014,0.15174864726900233
cavidad oral y faringe,1,21,2015,0.1513658832784963
cavidad oral y faringe,1,21,2016,0.1440997739809035
cavidad oral y faringe,1,21,2017,0.11382497370205956
cavidad oral y faringe,1,21,2018,0.11014314185683009
cavidad oral y faringe,1,21,2019,0.11570382749017794
cavidad oral y faringe,1,21,2020,0.11227213358178842
cavidad oral y faringe,1,21,2021,0.10697285849604493
cavidad oral y faringe,1,21,2022,0.10448308547267211
cavidad oral y faringe,1,22,1998,0.3926536090659653
cavidad oral y faringe,1,22,1999,0.31383849287938026
cavidad oral y faringe,1,22,2000,0.24543267702328414
cavidad oral y faringe,1,22,2001,0.18743616149764158
cavidad oral y faringe,1,22,2002,0.12277249397432181
cavidad oral y faringe,1,22,2003,0.0901342407060335
cavidad oral y faringe,1,22,2004,0.06663424550742679
cavidad oral y faringe,1,22,2005,0.05238712891864595
cavidad oral y faringe,1,22,2006,0.04820663977650666
cavidad oral y faringe,1,22,2007,0.06002626105376973
cavidad oral y faringe,1,22,2008,0.06757009979699162
cavidad oral y faringe,1,22,2009,0.07305026050075875
cavidad oral y faringe,1,22,2010,0.07744695330588025
cavidad oral y faringe,1,22,2011,0.09194667890896698
cavidad oral y faringe,1,22,2012,0.13108298115142425
cavidad oral y faringe,1,22,2013,0.15966202197011353
cavidad oral y faringe,1,22,2014,0.1732131351143349
cavidad oral y faringe,1,22,2015,0.17573072977530937
cavidad oral y faringe,1,22,2016,0.1720542846134051
cavidad oral y faringe,1,22,2017,0.13835417268517441
cavidad oral y faringe,1,22,2018,0.12571372825452376
cavidad oral y faringe,1,22,2019,0.11796041000523329
cavidad oral y faringe,1,22,2020,0.11258089367938345
cavidad oral y faringe,1,22,2021,0.10653751069988712
cavidad oral y faringe,1,22,2022,0.10327103839488244
cavidad oral y faringe,1,23,1998,0.5197907619996
cavidad oral y faringe,1,23,1999,0.41849672413215744
cavidad oral y faringe,1,23,2000,0.3302430745851409
cavidad oral y faringe,1,23,2001,0.2550298133585803
cavidad oral y faringe,1,23,2002,0.1693078724269378
cavidad oral y faringe,1,23,2003,0.1261747789913971
cavidad oral y faringe,1,23,2004,0.09448975891527128
cavidad oral y faringe,1,23,2005,0.07427698944789975
cavidad oral y faringe,1,23,2006,0.06572543066550364
cavidad oral y faringe,1,23,2007,0.0767234878283424
cavidad oral y faringe,1,23,2008,0.08195319139660333
cavidad oral y faringe,1,23,2009,0.08610915910105621
cavidad oral y faringe,1,23,2010,0.09013996096372032
cavidad oral y faringe,1,23,2011,0.10365080483468576
cavidad oral y faringe,1,23,2012,0.14242254402315255
cavidad oral y faringe,1,23,2013,0.1694104094044598
cavidad oral y faringe,1,23,2014,0.181900975241304
cavidad oral y faringe,1,23,2015,0.18692386067848943
cavidad oral y faringe,1,23,2016,0.1841989727173009
cavidad oral y faringe,1,23,2017,0.14939290724880425
cavidad oral y faringe,1,23,2018,0.13538114233633156
cavidad oral y faringe,1,23,2019,0.1228133031697173
cavidad oral y faringe,1,23,2020,0.11436701582840328
cavidad oral y faringe,1,23,2021,0.10802784297633317
cavidad oral y faringe,1,23,2022,0.10449858907124496
cavidad oral y faringe,1,24,1998,0.6943406302742139
cavidad oral y faringe,1,24,1999,0.5626230263215166
cavidad oral y faringe,1,24,2000,0.4472498331806321
cavidad oral y faringe,1,24,2001,0.3482210508515903
cavidad oral y faringe,1,24,2002,0.23311294954664297
cavidad oral y faringe,1,24,2003,0.1748735230705109
cavidad oral y faringe,1,24,2004,0.13098275013076272
cavidad oral y faringe,1,24,2005,0.10178118934894449
cavidad oral y faringe,1,24,2006,0.08823847539626117
cavidad oral y faringe,1,24,2007,0.09866714345504532
cavidad oral y faringe,1,24,2008,0.09805168568011899
cavidad oral y faringe,1,24,2009,0.10260414395292874
cavidad oral y faringe,1,24,2010,0.10774879931009297
cavidad oral y faringe,1,24,2011,0.12347700649833179
cavidad oral y faringe,1,24,2012,0.16422391203427758
cavidad oral y faringe,1,24,2013,0.1827607263572894
cavidad oral y faringe,1,24,2014,0.21569617636583618
cavidad oral y faringe,1,24,2015,0.2265226857414123
cavidad oral y faringe,1,24,2016,0.22756453158705803
cavidad oral y faringe,1,24,2017,0.18719050488254976
cavidad oral y faringe,1,24,2018,0.1614336531131097
cavidad oral y faringe,1,24,2019,0.12112827721348744
cavidad oral y faringe,1,24,2020,0.10718211561532624
cavidad oral y faringe,1,24,2021,0.099601032941228
cavidad oral y faringe,1,24,2022,0.09456269766897238
cavidad oral y faringe,1,25,1998,0.8913402229977806
cavidad oral y faringe,1,25,1999,0.7267816030529552
cavidad oral y faringe,1,25,2000,0.5818714164113457
cavidad oral y faringe,1,25,2001,0.4566096630729823
cavidad oral y faringe,1,25,2002,0.29935790159674186
cavidad oral y faringe,1,25,2003,0.2260401345787258
cavidad oral y faringe,1,25,2004,0.16948013122411895
cavidad oral y faringe,1,25,2005,0.13043593098510375
cavidad oral y faringe,1,25,2006,0.11020904159728152
cavidad oral y faringe,1,25,2007,0.12294225204920925
cavidad oral y faringe,1,25,2008,0.12164471447061818
cavidad oral y faringe,1,25,2009,0.130330183003101
cavidad oral y faringe,1,25,2010,0.1356696127450078
cavidad oral y faringe,1,25,2011,0.15246756698422156
cavidad oral y faringe,1,25,2012,0.18875432560907845
cavidad oral y faringe,1,25,2013,0.24219490994017284
cavidad oral y faringe,1,25,2014,0.30569802745326524
cavidad oral y faringe,1,25,2015,0.3149088102269695
cavidad oral y faringe,1,25,2016,0.3150183667555041
cavidad oral y faringe,1,25,2017,0.16414830010206072
cavidad oral y faringe,1,25,2018,0.11617580683516755
cavidad oral y faringe,1,25,2019,0.0743644619189923
cavidad oral y faringe,1,25,2020,0.06306888964104644
cavidad oral y faringe,1,25,2021,0.056396520050884816
cavidad oral y faringe,1,25,2022,0.07242455527702711
cavidad oral y faringe,1,26,1998,1.0815805482066985
cavidad oral y faringe,1,26,1999,0.8845129065120694
cavidad oral y faringe,1,26,2000,0.7103977206120763
cavidad oral y faringe,1,26,2001,0.5592349905067487
cavidad oral y faringe,1,26,2002,0.36761253254103043
cavidad oral y faringe,1,26,2003,0.27784020213766003
cavidad oral y faringe,1,26,2004,0.20764357142318352
cavidad oral y faringe,1,26,2005,0.15786181486713738
cavidad oral y faringe,1,26,2006,0.12696181144384353
cavidad oral y faringe,1,26,2007,0.14109116984105413
cavidad oral y faringe,1,26,2008,0.14485624536294783
cavidad oral y faringe,1,26,2009,0.15184232048456997
cavidad oral y faringe,1,26,2010,0.15597720315599461
cavidad oral y faringe,1,26,2011,0.16557070184887362
cavidad oral y faringe,1,26,2012,0.23568821953752875
cavidad oral y faringe,1,26,2013,0.32356311710473595
cavidad oral y faringe,1,26,2014,0.37625670961572116
cavidad oral y faringe,1,26,2015,0.3780929905073809
cavidad oral y faringe,1,26,2016,0.36174495021188674
cavidad oral y faringe,1,26,2017,0.16314080022340643
cavidad oral y faringe,1,26,2018,0.10195194108888957
cavidad oral y faringe,1,26,2019,0.06256150578299535
cavidad oral y faringe,1,26,2020,0.05135838609964916
cavidad oral y faringe,1,26,2021,0.04336237631597727
cavidad oral y faringe,1,26,2022,0.05151205891168932
cavidad oral y faringe,1,27,1998,1.2369162129550837
cavidad oral y faringe,1,27,1999,1.0104209879022092
cavidad oral y faringe,1,27,2000,0.8101822411354067
cavidad oral y faringe,1,27,2001,0.6361999726547062
cavidad oral y faringe,1,27,2002,0.41661005633230613
cavidad oral y faringe,1,27,2003,0.3130112609529047
cavidad oral y faringe,1,27,2004,0.23180610128789594
cavidad oral y faringe,1,27,2005,0.1731029714336221
cavidad oral y faringe,1,27,2006,0.13859172228583777
cavidad oral y faringe,1,27,2007,0.15898217211329382
cavidad oral y faringe,1,27,2008,0.16119613689975107
cavidad oral y faringe,1,27,2009,0.16539151490525536
cavidad oral y faringe,1,27,2010,0.16721049046764794
cavidad oral y faringe,1,27,2011,0.19346080807478225
cavidad oral y faringe,1,27,2012,0.2896016220945382
cavidad oral y faringe,1,27,2013,0.3632705696693487
cavidad oral y faringe,1,27,2014,0.3936848535320659
cavidad oral y faringe,1,27,2015,0.3862035374746144
cavidad oral y faringe,1,27,2016,0.3418517641186544
cavidad oral y faringe,1,27,2017,0.1451189205259348
cavidad oral y faringe,1,27,2018,0.0902876277106809
cavidad oral y faringe,1,27,2019,0.05897495946588225
cavidad oral y faringe,1,27,2020,0.04853698135432269
cavidad oral y faringe,1,27,2021,0.03966475904816756
cavidad oral y faringe,1,27,2022,0.04485015347126941
cavidad oral y faringe,1,28,1998,1.3015599075556614
cavidad oral y faringe,1,28,1999,1.0632032108338396
cavidad oral y faringe,1,28,2000,0.8523477001570938
cavidad oral y faringe,1,28,2001,0.6689933755254165
cavidad oral y faringe,1,28,2002,0.4376472507528939
cavidad oral y faringe,1,28,2003,0.32817838607432837
cavidad oral y faringe,1,28,2004,0.242164743961936
cavidad oral y faringe,1,28,2005,0.179937956562088
cavidad oral y faringe,1,28,2006,0.1446765873718406
cavidad oral y faringe,1,28,2007,0.1659363197932081
cavidad oral y faringe,1,28,2008,0.16785311182895335
cavidad oral y faringe,1,28,2009,0.17209309603347822
cavidad oral y faringe,1,28,2010,0.17429950495558588
cavidad oral y faringe,1,28,2011,0.20136003699330024
cavidad oral y faringe,1,28,2012,0.2893678656772242
cavidad oral y faringe,1,28,2013,0.3497335241856213
cavidad oral y faringe,1,28,2014,0.36829416200936743
cavidad oral y faringe,1,28,2015,0.3574165995657229
cavidad oral y faringe,1,28,2016,0.31377134512161947
cavidad oral y faringe,1,28,2017,0.13350134668658065
cavidad oral y faringe,1,28,2018,0.08571197926217584
cavidad oral y faringe,1,28,2019,0.06199937301600322
cavidad oral y faringe,1,28,2020,0.052403104749556395
cavidad oral y faringe,1,28,2021,0.04344321258959498
cavidad oral y faringe,1,28,2022,0.050225878641499196
cavidad oral y faringe,1,29,1998,1.2904915923646825
cavidad oral y faringe,1,29,1999,1.055635881217759
cavidad oral y faringe,1,29,2000,0.8474667491413188
cavidad oral y faringe,1,29,2001,0.6659841961353544
cavidad oral y faringe,1,29,2002,0.4359824156407158
cavidad oral y faringe,1,29,2003,0.3267204236504321
cavidad oral y faringe,1,29,2004,0.2402188919036445
cavidad oral y faringe,1,29,2005,0.17694199387485712
cavidad oral y faringe,1,29,2006,0.1409661655198701
cavidad oral y faringe,1,29,2007,0.1613355999406855
cavidad oral y faringe,1,29,2008,0.1645227577975406
cavidad oral y faringe,1,29,2009,0.16570532198642188
cavidad oral y faringe,1,29,2010,0.16639763548381611
cavidad oral y faringe,1,29,2011,0.19186352278068178
cavidad oral y faringe,1,29,2012,0.27201272055361986
cavidad oral y faringe,1,29,2013,0.3163178300193233
cavidad oral y faringe,1,29,2014,0.32843662520216166
cavidad oral y faringe,1,29,2015,0.3180532288114458
cavidad oral y faringe,1,29,2016,0.27006332500242924
cavidad oral y faringe,1,29,2017,0.11087931307553046
cavidad oral y faringe,1,29,2018,0.07972819351237034
cavidad oral y faringe,1,29,2019,0.06137470878685596
cavidad oral y faringe,1,29,2020,0.05025942612072059
cavidad oral y faringe,1,29,2021,0.041587106036553786
cavidad oral y faringe,1,29,2022,0.04794126621677967
cavidad oral y faringe,1,30,1998,1.253462833406079
cavidad oral y faringe,1,30,1999,1.024102318053262
cavidad oral y faringe,1,30,2000,0.820613774796332
cavidad oral y faringe,1,30,2001,0.642997203635282
cavidad oral y faringe,1,30,2002,0.36515954056577976
cavidad oral y faringe,1,30,2003,0.27159547554846586
cavidad oral y faringe,1,30,2004,0.19726265196613954
cavidad oral y faringe,1,30,2005,0.14256958164494912
cavidad oral y faringe,1,30,2006,0.11144390101668888
cavidad oral y faringe,1,30,2007,0.10406153442242785
cavidad oral y faringe,1,30,2008,0.10231159165881722
cavidad oral y faringe,1,30,2009,0.09956241039707084
cavidad oral y faringe,1,30,2010,0.09951819197077653
cavidad oral y faringe,1,30,2011,0.11635446663237567
cavidad oral y faringe,1,30,2012,0.20299637095144932
cavidad oral y faringe,1,30,2013,0.23681099390948213
cavidad oral y faringe,1,30,2014,0.25283528785456366
cavidad oral y faringe,1,30,2015,0.24337017826526552
cavidad oral y faringe,1,30,2016,0.20028690769502938
cavidad oral y faringe,1,30,2017,0.0787703534002178
cavidad oral y faringe,1,30,2018,0.05960755564812421
cavidad oral y faringe,1,30,2019,0.0390602575138962
cavidad oral y faringe,1,30,2020,0.030743680800809504
cavidad oral y faringe,1,30,2021,0.024347705727620163
cavidad oral y faringe,1,30,2022,0.033677099798554044
cavidad oral y faringe,1,31,1998,1.205073607871508
cavidad oral y faringe,1,31,1999,0.982674227697872
cavidad oral y faringe,1,31,2000,0.7853322126455239
cavidad oral y faringe,1,31,2001,0.6130475627144563
cavidad oral y faringe,1,31,2002,0.3462550978528526
cavidad oral y faringe,1,31,2003,0.25544334168219396
cavidad oral y faringe,1,31,2004,0.1832573105465708
cavidad oral y faringe,1,31,2005,0.13005507911462835
cavidad oral y faringe,1,31,2006,0.10007433294516292
cavidad oral y faringe,1,31,2007,0.0881671805360386
cavidad oral y faringe,1,31,2008,0.08131139412016404
cavidad oral y faringe,1,31,2009,0.07803770591229277
cavidad oral y faringe,1,31,2010,0.07746216638637915
cavidad oral y faringe,1,31,2011,0.08935397188485389
cavidad oral y faringe,1,31,2012,0.16204656304358106
cavidad oral y faringe,1,31,2013,0.20346706602907083
cavidad oral y faringe,1,31,2014,0.2207586116308924
cavidad oral y faringe,1,31,2015,0.21237865743430606
cavidad oral y faringe,1,31,2016,0.18774866547854632
cavidad oral y faringe,1,31,2017,0.07610759768463872
cavidad oral y faringe,1,31,2018,0.048302445582531224
cavidad oral y faringe,1,31,2019,0.02905839086920511
cavidad oral y faringe,1,31,2020,0.021733561561211593
cavidad oral y faringe,1,31,2021,0.015674871705969658
cavidad oral y faringe,1,31,2022,0.018039771323557184
cavidad oral y faringe,1,32,1998,1.160394625361104
cavidad oral y faringe,1,32,1999,0.9458940489175534
cavidad oral y faringe,1,32,2000,0.7556362306206885
cavidad oral y faringe,1,32,2001,0.5896211704705017
cavidad oral y faringe,1,32,2002,0.3328965292620069
cavidad oral y faringe,1,32,2003,0.24553407288331625
cavidad oral y faringe,1,32,2004,0.17619182513970674
cavidad oral y faringe,1,32,2005,0.12518017319147126
cavidad oral y faringe,1,32,2006,0.09297684675162479
cavidad oral y faringe,1,32,2007,0.07635255927364705
cavidad oral y faringe,1,32,2008,0.06812002963580414
cavidad oral y faringe,1,32,2009,0.06477441577410309
cavidad oral y faringe,1,32,2010,0.06313786799056748
cavidad oral y faringe,1,32,2011,0.07505972669420725
cavidad oral y faringe,1,32,2012,0.14939952356491457
cavidad oral y faringe,1,32,2013,0.19342172875099956
cavidad oral y faringe,1,32,2014,0.21119654002017016
cavidad oral y faringe,1,32,2015,0.2069618028061713
cavidad oral y faringe,1,32,2016,0.185217020708994
cavidad oral y faringe,1,32,2017,0.06765208728341066
cavidad oral y faringe,1,32,2018,0.040640870530017977
cavidad oral y faringe,1,32,2019,0.024583150381692512
cavidad oral y faringe,1,32,2020,0.018113928914193774
cavidad oral y faringe,1,32,2021,0.012278512372245719
cavidad oral y faringe,1,32,2022,0.012087123267696124
cavidad oral y faringe,1,33,1998,1.0599810069201754
cavidad oral y faringe,1,33,1999,0.8710656968511203
cavidad oral y faringe,1,33,2000,0.7028677795245291
cavidad oral y faringe,1,33,2001,0.5553872549405136
cavidad oral y faringe,1,33,2002,0.3186063267863517
cavidad oral y faringe,1,33,2003,0.23978005083802628
cavidad oral y faringe,1,33,2004,0.17635349703945538
cavidad oral y faringe,1,33,2005,0.12832752969903194
cavidad oral y faringe,1,33,2006,0.09600650533080744
cavidad oral y faringe,1,33,2007,0.07711457059479587
cavidad oral y faringe,1,33,2008,0.06583532323850462
cavidad oral y faringe,1,33,2009,0.06018027089849385
cavidad oral y faringe,1,33,2010,0.057457632373858716
cavidad oral y faringe,1,33,2011,0.0699851075518088
cavidad oral y faringe,1,33,2012,0.14610200312359328
cavidad oral y faringe,1,33,2013,0.19486935354751161
cavidad oral y faringe,1,33,2014,0.21618798790213734
cavidad oral y faringe,1,33,2015,0.21344618571000562
cavidad oral y faringe,1,33,2016,0.19089800666262255
cavidad oral y faringe,1,33,2017,0.06983664581815575
cavidad oral y faringe,1,33,2018,0.042212394621120114
cavidad oral y faringe,1,33,2019,0.025900391144299338
cavidad oral y faringe,1,33,2020,0.019735659327939206
cavidad oral y faringe,1,33,2021,0.014301127011538892
cavidad oral y faringe,1,33,2022,0.016633560305073004
cavidad oral y faringe,1,34,1998,0.8734608455496833
cavidad oral y faringe,1,34,1999,0.7326010127402562
cavidad oral y faringe,1,34,2000,0.6062224488417681
cavidad oral y faringe,1,34,2001,0.49432515385433184
cavidad oral y faringe,1,34,2002,0.2950318296482791
cavidad oral y faringe,1,34,2003,0.23338448662847666
cavidad oral y faringe,1,34,2004,0.1825014091887409
cavidad oral y faringe,1,34,2005,0.14169540721798873
cavidad oral y faringe,1,34,2006,0.11241719751128362
cavidad oral y faringe,1,34,2007,0.09688570134665292
cavidad oral y faringe,1,34,2008,0.08201894051143141
cavidad oral y faringe,1,34,2009,0.07165297384861509
cavidad oral y faringe,1,34,2010,0.06677596175455626
cavidad oral y faringe,1,34,2011,0.06850830459175693
cavidad oral y faringe,1,34,2012,0.13501327293001283
cavidad oral y faringe,1,34,2013,0.18938951238962803
cavidad oral y faringe,1,34,2014,0.21956750917889964
cavidad oral y faringe,1,34,2015,0.21879287777110926
cavidad oral y faringe,1,34,2016,0.20683737264104438
cavidad oral y faringe,1,34,2017,0.08502221073317429
cavidad oral y faringe,1,34,2018,0.056307040309643626
cavidad oral y faringe,1,34,2019,0.037422275301453756
cavidad oral y faringe,1,34,2020,0.03277672007920096
cavidad oral y faringe,1,34,2021,0.029810565677689208
cavidad oral y faringe,1,34,2022,0.05035959679779829
cavidad oral y faringe,1,35,1998,0.669392183742165
cavidad oral y faringe,1,35,1999,0.581327671858484
cavidad oral y faringe,1,35,2000,0.5015083050542487
cavidad oral y faringe,1,35,2001,0.4299340833295713
cavidad oral y faringe,1,35,2002,0.3980282583220272
cavidad oral y faringe,1,35,2003,0.3382228521146296
cavidad oral y faringe,1,35,2004,0.2873693169289682
cavidad oral y faringe,1,35,2005,0.24451318932816427
cavidad oral y faringe,1,35,2006,0.20506827242116202
cavidad oral y faringe,1,35,2007,0.17093223124516685
cavidad oral y faringe,1,35,2008,0.15818102082959987
cavidad oral y faringe,1,35,2009,0.14103598030867162
cavidad oral y faringe,1,35,2010,0.1324927342566718
cavidad oral y faringe,1,35,2011,0.12945632499656376
cavidad oral y faringe,1,35,2012,0.15556001231887043
cavidad oral y faringe,1,35,2013,0.19809742639043046
cavidad oral y faringe,1,35,2014,0.23406819966068454
cavidad oral y faringe,1,35,2015,0.23652018235505584
cavidad oral y faringe,1,35,2016,0.22189239197346358
cavidad oral y faringe,1,35,2017,0.198805919416049
cavidad oral y faringe,1,35,2018,0.1639279810072999
cavidad oral y faringe,1,35,2019,0.12801264319791913
cavidad oral y faringe,1,35,2020,0.12423389534898256
cavidad oral y faringe,1,35,2021,0.1257848845768167
cavidad oral y faringe,1,35,2022,0.11746488183062692
cavidad oral y faringe,1,36,1998,0.4564080863082872
cavidad oral y faringe,1,36,1999,0.42331562278744506
cavidad oral y faringe,1,36,2000,0.3922321805145858
cavidad oral y faringe,1,36,2001,0.36315775948982165
cavidad oral y faringe,1,36,2002,0.36490024449424324
cavidad oral y faringe,1,36,2003,0.33769617874608304
cavidad oral y faringe,1,36,2004,0.31267333587776586
cavidad oral y faringe,1,36,2005,0.2893353070497877
cavidad oral y faringe,1,36,2006,0.26164478401781127
cavidad oral y faringe,1,36,2007,0.2180609488556636
cavidad oral y faringe,1,36,2008,0.2047839854417589
cavidad oral y faringe,1,36,2009,0.1945525580642336
cavidad oral y faringe,1,36,2010,0.1856407377362601
cavidad oral y faringe,1,36,2011,0.18327212510892413
cavidad oral y faringe,1,36,2012,0.20903304016877355
cavidad oral y faringe,1,36,2013,0.22709608010114157
cavidad oral y faringe,1,36,2014,0.2515839133109412
cavidad oral y faringe,1,36,2015,0.2561284417580569
cavidad oral y faringe,1,36,2016,0.24349300610401842
cavidad oral y faringe,1,36,2017,0.21562726056342482
cavidad oral y faringe,1,36,2018,0.201643501016971
cavidad oral y faringe,1,36,2019,0.18858506381001122
cavidad oral y faringe,1,36,2020,0.1923919620514377
cavidad oral y faringe,1,36,2021,0.2015259892375678
